material_id,cif_file,formula,theoretical,experimentally_observed,is_structure_representative,representative_material_id,structure_family_id,structure_family_size,n_duplicates_in_family,duplicate_material_ids
mp-22858,TlI_mp-22858.cif,TlI,False,Yes,True,mp-22858,TlI::sf-0001,1,0,
mp-23197,TlI_mp-23197.cif,TlI,False,Yes,True,mp-23197,TlI::sf-0002,1,0,
mp-571102,TlI_mp-571102.cif,TlI,False,Yes,True,mp-571102,TlI::sf-0003,1,0,
mp-680292,Tm7Cl15_mp-680292.cif,Tm7Cl15,False,Yes,True,mp-680292,Tm7Cl15::sf-0001,1,0,
mp-1208104,TmBr2_mp-1208104.cif,TmBr2,True,No,True,mp-1208104,TmBr2::sf-0001,1,0,
mp-865301,TmBr3_mp-865301.cif,TmBr3,True,No,True,mp-865301,TmBr3::sf-0001,1,0,
mp-1187584,TmBr_mp-1187584.cif,TmBr,True,No,True,mp-1187584,TmBr::sf-0001,1,0,
mp-27302,TmCl2_mp-27302.cif,TmCl2,False,Yes,True,mp-27302,TmCl2::sf-0001,1,0,
mp-28044,TmCl3_mp-28044.cif,TmCl3,False,Yes,True,mp-28044,TmCl3::sf-0001,1,0,
mp-1187558,TmF3_mp-1187558.cif,TmF3,True,No,True,mp-1187558,TmF3::sf-0001,1,0,
mp-865194,TmF3_mp-865194.cif,TmF3,True,No,True,mp-865194,TmF3::sf-0002,1,0,
mp-29671,TmI2_mp-29671.cif,TmI2,False,Yes,True,mp-29671,TmI2::sf-0001,1,0,
mp-865353,TmI3_mp-865353.cif,TmI3,True,No,True,mp-865353,TmI3::sf-0001,1,0,
mp-20276,U2F9_mp-20276.cif,U2F9,False,Yes,True,mp-20276,U2F9::sf-0001,1,0,
mp-1187624,U3Cl_mp-1187624.cif,U3Cl,True,No,True,mp-1187624,U3Cl::sf-0001,1,0,
mp-972405,U3Cl_mp-972405.cif,U3Cl,True,No,True,mp-972405,U3Cl::sf-0002,1,0,
mp-23255,UBr3_mp-23255.cif,UBr3,False,Yes,True,mp-23255,UBr3::sf-0001,1,0,
mp-27153,UBr4_mp-27153.cif,UBr4,False,Yes,True,mp-27153,UBr4::sf-0001,1,0,
mp-1420476,UBr5_mp-1420476.cif,UBr5,True,No,True,mp-1420476,UBr5::sf-0001,1,0,
mp-29263,UBr5_mp-29263.cif,UBr5,False,Yes,True,mp-29263,UBr5::sf-0002,1,0,
mp-1187794,UBr_mp-1187794.cif,UBr,True,No,True,mp-1187794,UBr::sf-0001,1,0,
mp-1208294,UCl2_mp-1208294.cif,UCl2,True,No,True,mp-1208294,UCl2::sf-0001,1,0,
mp-23208,UCl3_mp-23208.cif,UCl3,False,Yes,True,mp-23208,UCl3::sf-0001,1,0,
mp-23235,UCl4_mp-23235.cif,UCl4,False,Yes,True,mp-23235,UCl4::sf-0001,1,0,
mp-1419122,UCl5_mp-1419122.cif,UCl5,True,No,True,mp-1419122,UCl5::sf-0001,1,0,
mp-27240,UCl5_mp-27240.cif,UCl5,False,Yes,True,mp-27240,UCl5::sf-0002,1,0,
mp-570989,UCl5_mp-570989.cif,UCl5,False,Yes,True,mp-570989,UCl5::sf-0003,1,0,
mp-23250,UCl6_mp-23250.cif,UCl6,False,Yes,True,mp-23250,UCl6::sf-0001,1,0,
mp-1187747,UF3_mp-1187747.cif,UF3,True,No,True,mp-1187747,UF3::sf-0001,1,0,
mp-1216702,UF3_mp-1216702.cif,UF3,True,No,True,mp-1216702,UF3::sf-0002,1,0,
mp-18299,UF3_mp-18299.cif,UF3,False,Yes,True,mp-18299,UF3::sf-0003,1,0,
mp-865239,UF3_mp-865239.cif,UF3,True,No,True,mp-865239,UF3::sf-0004,1,0,
mp-287,UF4_mp-287.cif,UF4,False,Yes,True,mp-287,UF4::sf-0001,1,0,
mp-1759,UF5_mp-1759.cif,UF5,False,Yes,True,mp-1759,UF5::sf-0001,1,0,
mp-1760,UF5_mp-1760.cif,UF5,False,Yes,True,mp-1760,UF5::sf-0002,1,0,
mp-1852,UF5_mp-1852.cif,UF5,False,Yes,True,mp-1852,UF5::sf-0003,1,0,
mp-2275,UF6_mp-2275.cif,UF6,False,Yes,True,mp-2275,UF6::sf-0001,1,0,
mp-672341,UF6_mp-672341.cif,UF6,True,No,True,mp-672341,UF6::sf-0002,1,0,
mp-1187763,UF_mp-1187763.cif,UF,True,No,True,mp-1187763,UF::sf-0001,1,0,
mp-23244,UI3_mp-23244.cif,UI3,False,Yes,True,mp-23244,UI3::sf-0001,1,0,
mp-612520,UI4_mp-612520.cif,UI4,True,No,True,mp-612520,UI4::sf-0001,1,0,
mp-655360,UI4_mp-655360.cif,UI4,False,Yes,True,mp-655360,UI4::sf-0002,1,0,
mp-759957,V2F7_mp-759957.cif,V2F7,True,No,True,mp-759957,V2F7::sf-0001,1,0,
mp-760218,V2F7_mp-760218.cif,V2F7,True,No,True,mp-760218,V2F7::sf-0002,1,0,
mp-1101228,V2F9_mp-1101228.cif,V2F9,True,No,True,mp-1101228,V2F9::sf-0001,2,1,mp-1101229
mp-1101229,V2F9_mp-1101229.cif,V2F9,True,No,False,mp-1101228,V2F9::sf-0001,2,1,mp-1101228
mp-1187734,V3Br_mp-1187734.cif,V3Br,True,No,True,mp-1187734,V3Br::sf-0001,1,0,
mp-1101191,V3F10_mp-1101191.cif,V3F10,True,No,True,mp-1101191,V3F10::sf-0001,2,1,mp-765637
mp-765637,V3F10_mp-765637.cif,V3F10,True,No,False,mp-1101191,V3F10::sf-0001,2,1,mp-1101191
mp-768262,V3F10_mp-768262.cif,V3F10,True,No,True,mp-768262,V3F10::sf-0002,1,0,
mp-1187787,V3F_mp-1187787.cif,V3F,True,No,True,mp-1187787,V3F::sf-0001,1,0,
mp-760030,V5F11_mp-760030.cif,V5F11,True,No,True,mp-760030,V5F11::sf-0001,1,0,
mp-760168,V6F13_mp-760168.cif,V6F13,True,No,True,mp-760168,V6F13::sf-0001,1,0,
mp-971787,VBr2_mp-971787.cif,VBr2,False,Yes,True,mp-971787,VBr2::sf-0001,1,0,
mp-1546306,VBr3_mp-1546306.cif,VBr3,True,No,False,mp-865473,VBr3::sf-0001,3,2,mp-2757308;mp-865473
mp-2757308,VBr3_mp-2757308.cif,VBr3,True,No,False,mp-865473,VBr3::sf-0001,3,2,mp-1546306;mp-865473
mp-865473,VBr3_mp-865473.cif,VBr3,True,No,True,mp-865473,VBr3::sf-0001,3,2,mp-1546306;mp-2757308
mp-22877,VCl2_mp-22877.cif,VCl2,False,Yes,True,mp-22877,VCl2::sf-0001,1,0,
mp-28117,VCl3_mp-28117.cif,VCl3,False,Yes,True,mp-28117,VCl3::sf-0001,1,0,
mp-1205372,VCl4_mp-1205372.cif,VCl4,False,Yes,True,mp-1205372,VCl4::sf-0001,2,1,mp-2051057
mp-2051057,VCl4_mp-2051057.cif,VCl4,True,No,False,mp-1205372,VCl4::sf-0001,2,1,mp-1205372
mp-570763,VCl4_mp-570763.cif,VCl4,True,No,True,mp-570763,VCl4::sf-0002,1,0,
mp-865511,VCl4_mp-865511.cif,VCl4,True,No,True,mp-865511,VCl4::sf-0003,1,0,
mp-1101909,VCl5_mp-1101909.cif,VCl5,False,Yes,True,mp-1101909,VCl5::sf-0001,1,0,
mp-1420266,VCl5_mp-1420266.cif,VCl5,True,No,True,mp-1420266,VCl5::sf-0002,1,0,
mp-555934,VF2_mp-555934.cif,VF2,False,Yes,True,mp-555934,VF2::sf-0001,1,0,
mp-1178903,VF3_mp-1178903.cif,VF3,True,No,False,mp-559931,VF3::sf-0001,2,1,mp-559931
mp-559931,VF3_mp-559931.cif,VF3,False,Yes,True,mp-559931,VF3::sf-0001,2,1,mp-1178903
mp-759097,VF3_mp-759097.cif,VF3,True,No,True,mp-759097,VF3::sf-0002,1,0,
mp-765663,VF3_mp-765663.cif,VF3,True,No,True,mp-765663,VF3::sf-0003,1,0,
mp-1101190,VF4_mp-1101190.cif,VF4,True,No,False,mp-759972,VF4::sf-0001,4,3,mp-2030706;mp-2039668;mp-759972
mp-1101193,VF4_mp-1101193.cif,VF4,True,No,False,mp-757410,VF4::sf-0002,2,1,mp-757410
mp-1388402,VF4_mp-1388402.cif,VF4,True,No,False,mp-1873967,VF4::sf-0003,2,1,mp-1873967
mp-1873967,VF4_mp-1873967.cif,VF4,True,No,True,mp-1873967,VF4::sf-0003,2,1,mp-1388402
mp-2030706,VF4_mp-2030706.cif,VF4,True,No,False,mp-759972,VF4::sf-0001,4,3,mp-1101190;mp-2039668;mp-759972
mp-2039668,VF4_mp-2039668.cif,VF4,True,No,False,mp-759972,VF4::sf-0001,4,3,mp-1101190;mp-2030706;mp-759972
mp-2765625,VF4_mp-2765625.cif,VF4,True,No,False,mp-759340,VF4::sf-0004,2,1,mp-759340
mp-554799,VF4_mp-554799.cif,VF4,False,Yes,True,mp-554799,VF4::sf-0005,1,0,
mp-752887,VF4_mp-752887.cif,VF4,True,No,True,mp-752887,VF4::sf-0006,1,0,
mp-753759,VF4_mp-753759.cif,VF4,True,No,True,mp-753759,VF4::sf-0007,1,0,
mp-757234,VF4_mp-757234.cif,VF4,True,No,True,mp-757234,VF4::sf-0008,1,0,
mp-757410,VF4_mp-757410.cif,VF4,True,No,True,mp-757410,VF4::sf-0002,2,1,mp-1101193
mp-759340,VF4_mp-759340.cif,VF4,True,No,True,mp-759340,VF4::sf-0004,2,1,mp-2765625
mp-759867,VF4_mp-759867.cif,VF4,True,No,True,mp-759867,VF4::sf-0009,1,0,
mp-759937,VF4_mp-759937.cif,VF4,True,No,True,mp-759937,VF4::sf-0010,1,0,
mp-759972,VF4_mp-759972.cif,VF4,True,No,True,mp-759972,VF4::sf-0001,4,3,mp-1101190;mp-2030706;mp-2039668
mp-760249,VF4_mp-760249.cif,VF4,True,No,True,mp-760249,VF4::sf-0011,1,0,
mp-765724,VF4_mp-765724.cif,VF4,True,No,True,mp-765724,VF4::sf-0012,1,0,
mp-850937,VF4_mp-850937.cif,VF4,True,No,True,mp-850937,VF4::sf-0013,1,0,
mp-863400,VF4_mp-863400.cif,VF4,True,No,True,mp-863400,VF4::sf-0014,1,0,
mp-1047795,VF5_mp-1047795.cif,VF5,True,No,True,mp-1047795,VF5::sf-0001,1,0,
mp-1101189,VF5_mp-1101189.cif,VF5,True,No,True,mp-1101189,VF5::sf-0002,2,1,mp-752600
mp-1101210,VF5_mp-1101210.cif,VF5,True,No,True,mp-1101210,VF5::sf-0003,1,0,
mp-1160849,VF5_mp-1160849.cif,VF5,True,No,True,mp-1160849,VF5::sf-0004,2,1,mp-2041039
mp-1443442,VF5_mp-1443442.cif,VF5,True,No,True,mp-1443442,VF5::sf-0005,1,0,
mp-2017776,VF5_mp-2017776.cif,VF5,True,No,True,mp-2017776,VF5::sf-0006,2,1,mp-756640
mp-2041039,VF5_mp-2041039.cif,VF5,,unknown,False,mp-1160849,VF5::sf-0004,2,1,mp-1160849
mp-27309,VF5_mp-27309.cif,VF5,False,Yes,True,mp-27309,VF5::sf-0007,1,0,
mp-752600,VF5_mp-752600.cif,VF5,True,No,False,mp-1101189,VF5::sf-0002,2,1,mp-1101189
mp-752907,VF5_mp-752907.cif,VF5,True,No,True,mp-752907,VF5::sf-0008,1,0,
mp-752912,VF5_mp-752912.cif,VF5,True,No,True,mp-752912,VF5::sf-0009,1,0,
mp-753265,VF5_mp-753265.cif,VF5,True,No,True,mp-753265,VF5::sf-0010,1,0,
mp-753449,VF5_mp-753449.cif,VF5,True,No,True,mp-753449,VF5::sf-0011,1,0,
mp-756640,VF5_mp-756640.cif,VF5,True,No,False,mp-2017776,VF5::sf-0006,2,1,mp-2017776
mp-757128,VF5_mp-757128.cif,VF5,True,No,True,mp-757128,VF5::sf-0012,1,0,
mp-757854,VF5_mp-757854.cif,VF5,True,No,True,mp-757854,VF5::sf-0013,1,0,
mp-758214,VF5_mp-758214.cif,VF5,True,No,True,mp-758214,VF5::sf-0014,1,0,
mp-760250,VF5_mp-760250.cif,VF5,True,No,True,mp-760250,VF5::sf-0015,1,0,
mp-760312,VF5_mp-760312.cif,VF5,True,No,True,mp-760312,VF5::sf-0016,1,0,
mp-760320,VF5_mp-760320.cif,VF5,True,No,True,mp-760320,VF5::sf-0017,1,0,
mp-764959,VF5_mp-764959.cif,VF5,True,No,True,mp-764959,VF5::sf-0018,1,0,
mp-765600,VF5_mp-765600.cif,VF5,True,No,True,mp-765600,VF5::sf-0019,1,0,
mp-765621,VF5_mp-765621.cif,VF5,True,No,True,mp-765621,VF5::sf-0020,1,0,
mp-765624,VF5_mp-765624.cif,VF5,True,No,True,mp-765624,VF5::sf-0021,1,0,
mp-765646,VF5_mp-765646.cif,VF5,True,No,True,mp-765646,VF5::sf-0022,1,0,
mp-1018138,VI2_mp-1018138.cif,VI2,False,Yes,True,mp-1018138,VI2::sf-0001,1,0,
mp-1052892,VI3_mp-1052892.cif,VI3,True,No,False,mp-865493,VI3::sf-0001,3,2,mp-2050200;mp-865493
mp-2050200,VI3_mp-2050200.cif,VI3,True,No,False,mp-865493,VI3::sf-0001,3,2,mp-1052892;mp-865493
mp-865493,VI3_mp-865493.cif,VI3,True,No,True,mp-865493,VI3::sf-0001,3,2,mp-1052892;mp-2050200
mp-1187728,VI_mp-1187728.cif,VI,True,No,True,mp-1187728,VI::sf-0001,1,0,
mp-1204035,W15I47_mp-1204035.cif,W15I47,False,Yes,True,mp-1204035,W15I47::sf-0001,1,0,
mp-1197907,W2Br5_mp-1197907.cif,W2Br5,False,Yes,True,mp-1197907,W2Br5::sf-0001,1,0,
mp-28880,W3Br7_mp-28880.cif,W3Br7,False,Yes,True,mp-28880,W3Br7::sf-0001,1,0,
mp-27765,W3Br8_mp-27765.cif,W3Br8,False,Yes,True,mp-27765,W3Br8::sf-0001,1,0,
mp-1196387,W3I8_mp-1196387.cif,W3I8,False,Yes,True,mp-1196387,W3I8::sf-0001,1,0,
mp-1194880,W5I16_mp-1194880.cif,W5I16,False,Yes,True,mp-1194880,W5I16::sf-0001,1,0,
mp-29498,WBr2_mp-29498.cif,WBr2,False,Yes,True,mp-29498,WBr2::sf-0001,1,0,
mp-1078239,WBr4_mp-1078239.cif,WBr4,False,Yes,True,mp-1078239,WBr4::sf-0001,1,0,
mp-1095321,WBr5_mp-1095321.cif,WBr5,False,Yes,True,mp-1095321,WBr5::sf-0001,1,0,
mp-1436789,WBr5_mp-1436789.cif,WBr5,True,No,True,mp-1436789,WBr5::sf-0002,1,0,
mp-29554,WBr5_mp-29554.cif,WBr5,False,Yes,True,mp-29554,WBr5::sf-0003,1,0,
mp-28483,WBr6_mp-28483.cif,WBr6,False,Yes,True,mp-28483,WBr6::sf-0001,1,0,
mp-1207828,WCl2_mp-1207828.cif,WCl2,True,No,True,mp-1207828,WCl2::sf-0001,1,0,
mp-23269,WCl3_mp-23269.cif,WCl3,False,Yes,True,mp-23269,WCl3::sf-0001,1,0,
mp-980949,WCl4_mp-980949.cif,WCl4,False,Yes,True,mp-980949,WCl4::sf-0001,1,0,
mp-27160,WCl5_mp-27160.cif,WCl5,False,Yes,True,mp-27160,WCl5::sf-0001,1,0,
mp-23178,WCl6_mp-23178.cif,WCl6,False,Yes,True,mp-23178,WCl6::sf-0001,1,0,
mp-571518,WCl6_mp-571518.cif,WCl6,False,Yes,True,mp-571518,WCl6::sf-0002,1,0,
mp-1402840,WF4_mp-1402840.cif,WF4,True,No,True,mp-1402840,WF4::sf-0001,1,0,
mp-2751956,WF4_mp-2751956.cif,WF4,True,No,True,mp-2751956,WF4::sf-0002,1,0,
mp-1047615,WF5_mp-1047615.cif,WF5,True,No,True,mp-1047615,WF5::sf-0001,1,0,
mp-1367785,WF5_mp-1367785.cif,WF5,True,No,True,mp-1367785,WF5::sf-0002,1,0,
mp-1386198,WF5_mp-1386198.cif,WF5,True,No,True,mp-1386198,WF5::sf-0003,1,0,
mp-1390563,WF5_mp-1390563.cif,WF5,True,No,True,mp-1390563,WF5::sf-0004,1,0,
mp-555003,WF6_mp-555003.cif,WF6,False,Yes,True,mp-555003,WF6::sf-0001,1,0,
mp-1207889,WI2_mp-1207889.cif,WI2,True,No,True,mp-1207889,WI2::sf-0001,1,0,
mp-1196036,WI3_mp-1196036.cif,WI3,False,Yes,True,mp-1196036,WI3::sf-0001,1,0,
mp-1195045,WI4_mp-1195045.cif,WI4,False,Yes,True,mp-1195045,WI4::sf-0001,1,0,
mp-22885,XeF2_mp-22885.cif,XeF2,False,Yes,True,mp-22885,XeF2::sf-0001,1,0,
mp-561153,XeF3_mp-561153.cif,XeF3,False,Yes,True,mp-561153,XeF3::sf-0001,1,0,
mp-23185,XeF4_mp-23185.cif,XeF4,False,Yes,True,mp-23185,XeF4::sf-0001,1,0,
mp-560366,XeF6_mp-560366.cif,XeF6,False,Yes,True,mp-560366,XeF6::sf-0001,1,0,
mp-641661,XeF6_mp-641661.cif,XeF6,False,Yes,True,mp-641661,XeF6::sf-0002,1,0,
mp-641678,XeF6_mp-641678.cif,XeF6,False,Yes,True,mp-641678,XeF6::sf-0003,1,0,
mp-1205567,Y2Br3_mp-1205567.cif,Y2Br3,True,No,True,mp-1205567,Y2Br3::sf-0001,1,0,
mp-27678,Y2Cl3_mp-27678.cif,Y2Cl3,False,Yes,True,mp-27678,Y2Cl3::sf-0001,1,0,
mp-865534,YBr2_mp-865534.cif,YBr2,True,No,True,mp-865534,YBr2::sf-0001,1,0,
mp-754815,YBr3_mp-754815.cif,YBr3,True,No,True,mp-754815,YBr3::sf-0001,1,0,
mp-865605,YBr3_mp-865605.cif,YBr3,True,No,True,mp-865605,YBr3::sf-0002,1,0,
mp-27455,YCl3_mp-27455.cif,YCl3,False,Yes,True,mp-27455,YCl3::sf-0001,1,0,
mp-540884,YCl_mp-540884.cif,YCl,False,Yes,True,mp-540884,YCl::sf-0001,1,0,
mp-1191736,YF3_mp-1191736.cif,YF3,False,Yes,True,mp-1191736,YF3::sf-0001,1,0,
mp-2416,YF3_mp-2416.cif,YF3,False,Yes,True,mp-2416,YF3::sf-0002,1,0,
mp-556242,YF3_mp-556242.cif,YF3,False,Yes,True,mp-556242,YF3::sf-0003,1,0,
mp-571442,YI3_mp-571442.cif,YI3,False,Yes,True,mp-571442,YI3::sf-0001,1,0,
mp-1065933,YI_mp-1065933.cif,YI,False,Yes,True,mp-1065933,YI::sf-0001,1,0,
mp-1071541,YbBr2_mp-1071541.cif,YbBr2,False,Yes,False,mp-22882,YbBr2::sf-0001,2,1,mp-22882
mp-22882,YbBr2_mp-22882.cif,YbBr2,False,Yes,True,mp-22882,YbBr2::sf-0001,2,1,mp-1071541
mp-571232,YbBr2_mp-571232.cif,YbBr2,False,Yes,True,mp-571232,YbBr2::sf-0002,1,0,
mp-685068,YbBr3_mp-685068.cif,YbBr3,True,No,True,mp-685068,YbBr3::sf-0001,1,0,
mp-1187907,YbBr_mp-1187907.cif,YbBr,True,No,True,mp-1187907,YbBr::sf-0001,1,0,
mp-865716,YbCl2_mp-865716.cif,YbCl2,True,No,True,mp-865716,YbCl2::sf-0001,1,0,
mp-1025400,YbCl3_mp-1025400.cif,YbCl3,True,No,True,mp-1025400,YbCl3::sf-0001,1,0,
mp-3216222,YbCl3_mp-3216222.cif,YbCl3,True,No,True,mp-3216222,YbCl3::sf-0002,1,0,
mp-865934,YbF2_mp-865934.cif,YbF2,True,No,True,mp-865934,YbF2::sf-0001,1,0,
mp-1187594,YbF3_mp-1187594.cif,YbF3,True,No,True,mp-1187594,YbF3::sf-0001,1,0,
mp-1187637,YbF3_mp-1187637.cif,YbF3,True,No,True,mp-1187637,YbF3::sf-0002,1,0,
mp-22072,YbF3_mp-22072.cif,YbF3,False,Yes,True,mp-22072,YbF3::sf-0003,1,0,
mp-3217157,YbF_mp-3217157.cif,YbF,True,No,True,mp-3217157,YbF::sf-0001,1,0,
mp-570418,YbI2_mp-570418.cif,YbI2,False,Yes,True,mp-570418,YbI2::sf-0001,1,0,
mp-1178766,ZnBr2_mp-1178766.cif,ZnBr2,True,No,True,mp-1178766,ZnBr2::sf-0001,1,0,
mp-569960,ZnBr2_mp-569960.cif,ZnBr2,False,Yes,True,mp-569960,ZnBr2::sf-0002,1,0,
mp-647579,ZnBr2_mp-647579.cif,ZnBr2,False,Yes,True,mp-647579,ZnBr2::sf-0003,1,0,
mp-1206305,ZnBr6_mp-1206305.cif,ZnBr6,True,No,True,mp-1206305,ZnBr6::sf-0001,1,0,
mp-22889,ZnCl2_mp-22889.cif,ZnCl2,False,Yes,True,mp-22889,ZnCl2::sf-0001,1,0,
mp-22909,ZnCl2_mp-22909.cif,ZnCl2,False,Yes,True,mp-22909,ZnCl2::sf-0002,1,0,
mp-567279,ZnCl2_mp-567279.cif,ZnCl2,False,Yes,True,mp-567279,ZnCl2::sf-0003,1,0,
mp-571540,ZnCl2_mp-571540.cif,ZnCl2,False,Yes,True,mp-571540,ZnCl2::sf-0004,1,0,
mp-1238832,ZnCl3_mp-1238832.cif,ZnCl3,True,No,True,mp-1238832,ZnCl3::sf-0001,1,0,
mp-1873,ZnF2_mp-1873.cif,ZnF2,False,Yes,True,mp-1873,ZnF2::sf-0001,1,0,
mp-7709,ZnF2_mp-7709.cif,ZnF2,False,Yes,True,mp-7709,ZnF2::sf-0002,1,0,
mp-27161,ZnI2_mp-27161.cif,ZnI2,False,Yes,True,mp-27161,ZnI2::sf-0001,1,0,
mp-570964,ZnI2_mp-570964.cif,ZnI2,True,No,True,mp-570964,ZnI2::sf-0002,1,0,
mp-571292,ZnI2_mp-571292.cif,ZnI2,False,Yes,True,mp-571292,ZnI2::sf-0003,1,0,
mp-1206190,ZnI6_mp-1206190.cif,ZnI6,True,No,True,mp-1206190,ZnI6::sf-0001,1,0,
mp-648774,Zr2Cl5_mp-648774.cif,Zr2Cl5,False,Yes,True,mp-648774,Zr2Cl5::sf-0001,1,0,
mp-1188037,Zr3Br_mp-1188037.cif,Zr3Br,True,No,True,mp-1188037,Zr3Br::sf-0001,1,0,
mp-1188032,Zr3Cl_mp-1188032.cif,Zr3Cl,True,No,True,mp-1188032,Zr3Cl::sf-0001,1,0,
mp-1188012,Zr3I_mp-1188012.cif,Zr3I,True,No,True,mp-1188012,Zr3I::sf-0001,1,0,
mp-1338653,Zr5I18_mp-1338653.cif,Zr5I18,True,No,True,mp-1338653,Zr5I18::sf-0001,1,0,
mp-684985,Zr5I18_mp-684985.cif,Zr5I18,True,No,True,mp-684985,Zr5I18::sf-0002,1,0,
mp-28495,ZrBr2_mp-28495.cif,ZrBr2,False,Yes,True,mp-28495,ZrBr2::sf-0001,1,0,
mp-23247,ZrBr3_mp-23247.cif,ZrBr3,False,Yes,True,mp-23247,ZrBr3::sf-0001,1,0,
mp-1207486,ZrBr4_mp-1207486.cif,ZrBr4,True,No,True,mp-1207486,ZrBr4::sf-0001,1,0,
mp-1065846,ZrBr_mp-1065846.cif,ZrBr,False,Yes,False,mp-504594,ZrBr::sf-0001,2,1,mp-504594
mp-1066783,ZrBr_mp-1066783.cif,ZrBr,False,Yes,True,mp-1066783,ZrBr::sf-0002,1,0,
mp-504594,ZrBr_mp-504594.cif,ZrBr,False,Yes,True,mp-504594,ZrBr::sf-0001,2,1,mp-1065846
mp-23162,ZrCl2_mp-23162.cif,ZrCl2,False,Yes,True,mp-23162,ZrCl2::sf-0001,1,0,
mp-571537,ZrCl2_mp-571537.cif,ZrCl2,False,Yes,True,mp-571537,ZrCl2::sf-0002,1,0,
mp-1100795,ZrCl3_mp-1100795.cif,ZrCl3,True,No,True,mp-1100795,ZrCl3::sf-0001,2,1,mp-685155
mp-1192044,ZrCl3_mp-1192044.cif,ZrCl3,False,Yes,True,mp-1192044,ZrCl3::sf-0002,1,0,
mp-22871,ZrCl3_mp-22871.cif,ZrCl3,False,Yes,True,mp-22871,ZrCl3::sf-0003,1,0,
mp-2353328,ZrCl3_mp-2353328.cif,ZrCl3,True,No,True,mp-2353328,ZrCl3::sf-0004,2,1,mp-569391
mp-569391,ZrCl3_mp-569391.cif,ZrCl3,False,Yes,False,mp-2353328,ZrCl3::sf-0004,2,1,mp-2353328
mp-685155,ZrCl3_mp-685155.cif,ZrCl3,True,No,False,mp-1100795,ZrCl3::sf-0001,2,1,mp-1100795
mp-569175,ZrCl4_mp-569175.cif,ZrCl4,False,Yes,True,mp-569175,ZrCl4::sf-0001,1,0,
mp-1067974,ZrCl_mp-1067974.cif,ZrCl,False,Yes,True,mp-1067974,ZrCl::sf-0001,1,0,
mp-27440,ZrCl_mp-27440.cif,ZrCl,False,Yes,True,mp-27440,ZrCl::sf-0002,1,0,
mp-1105223,ZrF4_mp-1105223.cif,ZrF4,False,Yes,True,mp-1105223,ZrF4::sf-0001,1,0,
mp-1194272,ZrF4_mp-1194272.cif,ZrF4,False,Yes,True,mp-1194272,ZrF4::sf-0002,1,0,
mp-34260,ZrF4_mp-34260.cif,ZrF4,True,No,True,mp-34260,ZrF4::sf-0003,1,0,
mp-561384,ZrF4_mp-561384.cif,ZrF4,False,Yes,True,mp-561384,ZrF4::sf-0004,1,0,
mp-28241,ZrI2_mp-28241.cif,ZrI2,False,Yes,True,mp-28241,ZrI2::sf-0001,1,0,
mp-570506,ZrI2_mp-570506.cif,ZrI2,False,Yes,True,mp-570506,ZrI2::sf-0002,1,0,
mp-571279,ZrI2_mp-571279.cif,ZrI2,False,Yes,True,mp-571279,ZrI2::sf-0003,1,0,
mp-23282,ZrI3_mp-23282.cif,ZrI3,False,Yes,False,mp-570188,ZrI3::sf-0001,2,1,mp-570188
mp-570188,ZrI3_mp-570188.cif,ZrI3,True,No,True,mp-570188,ZrI3::sf-0001,2,1,mp-23282
mp-1188071,ZrI4_mp-1188071.cif,ZrI4,True,No,True,mp-1188071,ZrI4::sf-0001,1,0,
mp-541112,ZrI4_mp-541112.cif,ZrI4,False,Yes,True,mp-541112,ZrI4::sf-0002,1,0,
mp-571235,ZrI4_mp-571235.cif,ZrI4,False,Yes,True,mp-571235,ZrI4::sf-0003,1,0,
