material_id,cif_file,formula,theoretical,experimentally_observed,is_structure_representative,representative_material_id,structure_family_id,structure_family_size,n_duplicates_in_family,duplicate_material_ids
mp-1183119,Ac3Br_mp-1183119.cif,Ac3Br,True,No,True,mp-1183119,Ac3Br::sf-0001,1,0,
mp-1183056,Ac3Cl_mp-1183056.cif,Ac3Cl,True,No,True,mp-1183056,Ac3Cl::sf-0001,1,0,
mp-1183113,Ac3Cl_mp-1183113.cif,Ac3Cl,True,No,True,mp-1183113,Ac3Cl::sf-0002,1,0,
mp-1183096,Ac3I_mp-1183096.cif,Ac3I,True,No,True,mp-1183096,Ac3I::sf-0001,1,0,
mp-1183107,Ac3I_mp-1183107.cif,Ac3I,True,No,True,mp-1183107,Ac3I::sf-0002,1,0,
mp-27972,AcBr3_mp-27972.cif,AcBr3,False,Yes,True,mp-27972,AcBr3::sf-0001,1,0,
mp-27971,AcCl3_mp-27971.cif,AcCl3,False,Yes,True,mp-27971,AcCl3::sf-0001,1,0,
mp-977360,AcF3_mp-977360.cif,AcF3,True,No,True,mp-977360,AcF3::sf-0001,1,0,
mp-985278,AcF3_mp-985278.cif,AcF3,True,No,True,mp-985278,AcF3::sf-0002,1,0,
mp-861867,AcI3_mp-861867.cif,AcI3,True,No,True,mp-861867,AcI3::sf-0001,1,0,
mp-862982,Ag2Br3_mp-862982.cif,Ag2Br3,True,No,True,mp-862982,Ag2Br3::sf-0001,1,0,
mp-864635,Ag2Cl3_mp-864635.cif,Ag2Cl3,True,No,True,mp-864635,Ag2Cl3::sf-0001,1,0,
mp-861945,Ag2F3_mp-861945.cif,Ag2F3,True,No,True,mp-861945,Ag2F3::sf-0001,1,0,
mp-542298,Ag2F5_mp-542298.cif,Ag2F5,False,Yes,True,mp-542298,Ag2F5::sf-0001,1,0,
mp-1391,Ag2F_mp-1391.cif,Ag2F,False,Yes,True,mp-1391,Ag2F::sf-0001,1,0,
mp-1183272,Ag3Br_mp-1183272.cif,Ag3Br,True,No,True,mp-1183272,Ag3Br::sf-0001,1,0,
mp-1183265,Ag3Cl_mp-1183265.cif,Ag3Cl,True,No,True,mp-1183265,Ag3Cl::sf-0001,1,0,
mp-562412,Ag3F8_mp-562412.cif,Ag3F8,False,Yes,True,mp-562412,Ag3F8::sf-0001,1,0,
mp-1183244,Ag3F_mp-1183244.cif,Ag3F,True,No,True,mp-1183244,Ag3F::sf-0001,1,0,
mp-1060967,AgBr_mp-1060967.cif,AgBr,True,No,True,mp-1060967,AgBr::sf-0001,1,0,
mp-2034510,AgBr_mp-2034510.cif,AgBr,True,No,False,mp-23231,AgBr::sf-0002,3,2,mp-23231;mp-570301
mp-23231,AgBr_mp-23231.cif,AgBr,False,Yes,True,mp-23231,AgBr::sf-0002,3,2,mp-2034510;mp-570301
mp-570301,AgBr_mp-570301.cif,AgBr,False,Yes,False,mp-23231,AgBr::sf-0002,3,2,mp-2034510;mp-23231
mp-866291,AgBr_mp-866291.cif,AgBr,True,No,True,mp-866291,AgBr::sf-0003,1,0,
mp-1536202,AgCl_mp-1536202.cif,AgCl,True,No,False,mp-22922,AgCl::sf-0001,2,1,mp-22922
mp-22922,AgCl_mp-22922.cif,AgCl,False,Yes,True,mp-22922,AgCl::sf-0001,2,1,mp-1536202
mp-570687,AgCl_mp-570687.cif,AgCl,False,Yes,True,mp-570687,AgCl::sf-0002,1,0,
mp-570858,AgCl_mp-570858.cif,AgCl,False,Yes,True,mp-570858,AgCl::sf-0003,1,0,
mp-726265,AgCl_mp-726265.cif,AgCl,True,No,True,mp-726265,AgCl::sf-0004,1,0,
mp-2284,AgF2_mp-2284.cif,AgF2,False,Yes,True,mp-2284,AgF2::sf-0001,1,0,
mp-7715,AgF2_mp-7715.cif,AgF2,False,Yes,True,mp-7715,AgF2::sf-0002,1,0,
mp-18536,AgF3_mp-18536.cif,AgF3,True,No,True,mp-18536,AgF3::sf-0001,1,0,
mp-7592,AgF_mp-7592.cif,AgF,False,Yes,True,mp-7592,AgF::sf-0001,1,0,
mp-33154,AgI2_mp-33154.cif,AgI2,True,No,True,mp-33154,AgI2::sf-0001,1,0,
mp-1182980,AgI_mp-1182980.cif,AgI,True,No,True,mp-1182980,AgI::sf-0001,1,0,
mp-22894,AgI_mp-22894.cif,AgI,False,Yes,True,mp-22894,AgI::sf-0002,1,0,
mp-22915,AgI_mp-22915.cif,AgI,False,Yes,True,mp-22915,AgI::sf-0003,1,0,
mp-22919,AgI_mp-22919.cif,AgI,False,Yes,True,mp-22919,AgI::sf-0004,2,1,mp-568927
mp-22925,AgI_mp-22925.cif,AgI,False,Yes,True,mp-22925,AgI::sf-0005,2,1,mp-684580
mp-567809,AgI_mp-567809.cif,AgI,False,Yes,True,mp-567809,AgI::sf-0006,1,0,
mp-568927,AgI_mp-568927.cif,AgI,False,Yes,False,mp-22919,AgI::sf-0004,2,1,mp-22919
mp-580941,AgI_mp-580941.cif,AgI,False,Yes,True,mp-580941,AgI::sf-0007,1,0,
mp-684580,AgI_mp-684580.cif,AgI,True,No,False,mp-22925,AgI::sf-0005,2,1,mp-22925
mp-23288,AlBr3_mp-23288.cif,AlBr3,False,Yes,True,mp-23288,AlBr3::sf-0001,1,0,
mp-39008,AlBr4_mp-39008.cif,AlBr4,True,No,True,mp-39008,AlBr4::sf-0001,1,0,
mp-25469,AlCl3_mp-25469.cif,AlCl3,False,Yes,True,mp-25469,AlCl3::sf-0001,1,0,
mp-25470,AlCl3_mp-25470.cif,AlCl3,False,Yes,True,mp-25470,AlCl3::sf-0002,1,0,
mp-1103295,AlF3_mp-1103295.cif,AlF3,False,Yes,True,mp-1103295,AlF3::sf-0001,2,1,mp-8039
mp-1182902,AlF3_mp-1182902.cif,AlF3,True,No,False,mp-1251148,AlF3::sf-0002,3,2,mp-1251148;mp-1252764
mp-1183007,AlF3_mp-1183007.cif,AlF3,True,No,False,mp-468,AlF3::sf-0003,2,1,mp-468
mp-1244960,AlF3_mp-1244960.cif,AlF3,True,No,True,mp-1244960,AlF3::sf-0004,1,0,
mp-1245145,AlF3_mp-1245145.cif,AlF3,True,No,True,mp-1245145,AlF3::sf-0005,1,0,
mp-1245158,AlF3_mp-1245158.cif,AlF3,True,No,True,mp-1245158,AlF3::sf-0006,1,0,
mp-1251148,AlF3_mp-1251148.cif,AlF3,True,No,True,mp-1251148,AlF3::sf-0002,3,2,mp-1182902;mp-1252764
mp-1252764,AlF3_mp-1252764.cif,AlF3,True,No,False,mp-1251148,AlF3::sf-0002,3,2,mp-1182902;mp-1251148
mp-1323,AlF3_mp-1323.cif,AlF3,False,Yes,True,mp-1323,AlF3::sf-0007,1,0,
mp-468,AlF3_mp-468.cif,AlF3,False,Yes,True,mp-468,AlF3::sf-0003,2,1,mp-1183007
mp-555026,AlF3_mp-555026.cif,AlF3,False,Yes,True,mp-555026,AlF3::sf-0008,1,0,
mp-559871,AlF3_mp-559871.cif,AlF3,False,Yes,True,mp-559871,AlF3::sf-0009,1,0,
mp-635425,AlF3_mp-635425.cif,AlF3,True,No,True,mp-635425,AlF3::sf-0010,1,0,
mp-8039,AlF3_mp-8039.cif,AlF3,False,Yes,False,mp-1103295,AlF3::sf-0001,2,1,mp-1103295
mp-30930,AlI3_mp-30930.cif,AlI3,False,Yes,True,mp-30930,AlI3::sf-0001,1,0,
mp-23317,AsBr3_mp-23317.cif,AsBr3,False,Yes,True,mp-23317,AsBr3::sf-0001,1,0,
mp-23280,AsCl3_mp-23280.cif,AsCl3,False,Yes,True,mp-23280,AsCl3::sf-0001,1,0,
mp-30106,AsCl5_mp-30106.cif,AsCl5,False,Yes,True,mp-30106,AsCl5::sf-0001,1,0,
mp-28027,AsF3_mp-28027.cif,AsF3,False,Yes,True,mp-28027,AsF3::sf-0001,1,0,
mp-8723,AsF5_mp-8723.cif,AsF5,False,Yes,True,mp-8723,AsF5::sf-0001,1,0,
mp-23218,AsI3_mp-23218.cif,AsI3,False,Yes,True,mp-23218,AsI3::sf-0001,1,0,
mp-1183348,Au3Br_mp-1183348.cif,Au3Br,True,No,True,mp-1183348,Au3Br::sf-0001,1,0,
mp-984614,Au3Br_mp-984614.cif,Au3Br,True,No,True,mp-984614,Au3Br::sf-0002,1,0,
mp-1183201,Au3Cl_mp-1183201.cif,Au3Cl,True,No,True,mp-1183201,Au3Cl::sf-0001,1,0,
mp-17407,Au3F8_mp-17407.cif,Au3F8,False,Yes,True,mp-17407,Au3F8::sf-0001,1,0,
mp-1214775,AuBr2_mp-1214775.cif,AuBr2,True,No,True,mp-1214775,AuBr2::sf-0001,1,0,
mp-27213,AuBr3_mp-27213.cif,AuBr3,False,Yes,True,mp-27213,AuBr3::sf-0001,1,0,
mp-505366,AuBr_mp-505366.cif,AuBr,False,Yes,True,mp-505366,AuBr::sf-0001,1,0,
mp-570140,AuBr_mp-570140.cif,AuBr,False,Yes,True,mp-570140,AuBr::sf-0002,1,0,
mp-541656,AuCl2_mp-541656.cif,AuCl2,False,Yes,True,mp-541656,AuCl2::sf-0001,1,0,
mp-27647,AuCl3_mp-27647.cif,AuCl3,False,Yes,True,mp-27647,AuCl3::sf-0001,1,0,
mp-1214857,AuCl4_mp-1214857.cif,AuCl4,True,No,True,mp-1214857,AuCl4::sf-0001,1,0,
mp-1120780,AuCl_mp-1120780.cif,AuCl,True,No,True,mp-1120780,AuCl::sf-0001,1,0,
mp-1183171,AuCl_mp-1183171.cif,AuCl,True,No,True,mp-1183171,AuCl::sf-0002,1,0,
mp-1228677,AuCl_mp-1228677.cif,AuCl,True,No,True,mp-1228677,AuCl::sf-0003,1,0,
mp-32780,AuCl_mp-32780.cif,AuCl,False,Yes,True,mp-32780,AuCl::sf-0004,1,0,
mp-942,AuF3_mp-942.cif,AuF3,True,No,True,mp-942,AuF3::sf-0001,1,0,
mp-30103,AuF5_mp-30103.cif,AuF5,False,Yes,True,mp-30103,AuF5::sf-0001,1,0,
mp-1214760,AuI2_mp-1214760.cif,AuI2,True,No,True,mp-1214760,AuI2::sf-0001,1,0,
mp-27725,AuI_mp-27725.cif,AuI,False,Yes,True,mp-27725,AuI::sf-0001,1,0,
mp-30935,B17F27_mp-30935.cif,B17F27,False,Yes,True,mp-30935,B17F27::sf-0001,1,0,
mp-1205212,B2F3_mp-1205212.cif,B2F3,False,Yes,True,mp-1205212,B2F3::sf-0001,1,0,
mp-30936,B5F6_mp-30936.cif,B5F6,False,Yes,True,mp-30936,B5F6::sf-0001,1,0,
mp-1182499,B5I_mp-1182499.cif,B5I,True,No,True,mp-1182499,B5I::sf-0001,1,0,
mp-23225,BBr3_mp-23225.cif,BBr3,False,Yes,True,mp-23225,BBr3::sf-0001,1,0,
mp-685043,BBr_mp-685043.cif,BBr,True,No,True,mp-685043,BBr::sf-0001,1,0,
mp-23316,BCl2_mp-23316.cif,BCl2,False,Yes,True,mp-23316,BCl2::sf-0001,1,0,
mp-23184,BCl3_mp-23184.cif,BCl3,False,Yes,True,mp-23184,BCl3::sf-0001,1,0,
mp-1199460,BCl_mp-1199460.cif,BCl,False,Yes,True,mp-1199460,BCl::sf-0001,1,0,
mp-1247928,BCl_mp-1247928.cif,BCl,True,No,True,mp-1247928,BCl::sf-0002,1,0,
mp-23256,BCl_mp-23256.cif,BCl,False,Yes,True,mp-23256,BCl::sf-0003,1,0,
mp-567944,BCl_mp-567944.cif,BCl,False,Yes,True,mp-567944,BCl::sf-0004,1,0,
mp-27864,BF2_mp-27864.cif,BF2,False,Yes,True,mp-27864,BF2::sf-0001,1,0,
mp-27896,BF3_mp-27896.cif,BF3,False,Yes,True,mp-27896,BF3::sf-0001,2,1,mp-558149
mp-558149,BF3_mp-558149.cif,BF3,False,Yes,False,mp-27896,BF3::sf-0001,2,1,mp-27896
mp-23189,BI3_mp-23189.cif,BI3,False,Yes,True,mp-23189,BI3::sf-0001,1,0,
mp-27456,BaBr2_mp-27456.cif,BaBr2,False,Yes,True,mp-27456,BaBr2::sf-0001,1,0,
mp-1183339,BaBr3_mp-1183339.cif,BaBr3,True,No,True,mp-1183339,BaBr3::sf-0001,1,0,
mp-23199,BaCl2_mp-23199.cif,BaCl2,False,Yes,True,mp-23199,BaCl2::sf-0001,1,0,
mp-567680,BaCl2_mp-567680.cif,BaCl2,False,Yes,True,mp-567680,BaCl2::sf-0002,1,0,
mp-568662,BaCl2_mp-568662.cif,BaCl2,False,Yes,True,mp-568662,BaCl2::sf-0003,1,0,
mp-1029,BaF2_mp-1029.cif,BaF2,False,Yes,True,mp-1029,BaF2::sf-0001,1,0,
mp-555585,BaF2_mp-555585.cif,BaF2,False,Yes,True,mp-555585,BaF2::sf-0002,1,0,
mp-8644,BaF2_mp-8644.cif,BaF2,False,Yes,True,mp-8644,BaF2::sf-0003,1,0,
mp-1080821,BaF3_mp-1080821.cif,BaF3,False,Yes,True,mp-1080821,BaF3::sf-0001,1,0,
mp-1183303,BaF3_mp-1183303.cif,BaF3,True,No,True,mp-1183303,BaF3::sf-0002,1,0,
mp-1523886,BaF3_mp-1523886.cif,BaF3,True,No,True,mp-1523886,BaF3::sf-0003,2,1,mp-2911895
mp-2911895,BaF3_mp-2911895.cif,BaF3,True,No,False,mp-1523886,BaF3::sf-0003,2,1,mp-1523886
mp-23260,BaI2_mp-23260.cif,BaI2,False,Yes,True,mp-23260,BaI2::sf-0001,1,0,
mp-568536,BaI2_mp-568536.cif,BaI2,False,Yes,True,mp-568536,BaI2::sf-0002,1,0,
mp-30139,BeBr2_mp-30139.cif,BeBr2,False,Yes,True,mp-30139,BeBr2::sf-0001,1,0,
mp-1172909,BeCl2_mp-1172909.cif,BeCl2,True,No,True,mp-1172909,BeCl2::sf-0001,1,0,
mp-1190080,BeCl2_mp-1190080.cif,BeCl2,True,No,True,mp-1190080,BeCl2::sf-0002,1,0,
mp-23267,BeCl2_mp-23267.cif,BeCl2,False,Yes,True,mp-23267,BeCl2::sf-0003,1,0,
mp-569030,BeCl2_mp-569030.cif,BeCl2,True,No,True,mp-569030,BeCl2::sf-0004,1,0,
mp-570227,BeCl2_mp-570227.cif,BeCl2,True,No,True,mp-570227,BeCl2::sf-0005,1,0,
mp-570974,BeCl2_mp-570974.cif,BeCl2,False,Yes,True,mp-570974,BeCl2::sf-0006,1,0,
mp-1097884,BeF2_mp-1097884.cif,BeF2,True,No,True,mp-1097884,BeF2::sf-0001,1,0,
mp-1350597,BeF2_mp-1350597.cif,BeF2,True,No,True,mp-1350597,BeF2::sf-0002,2,1,mp-685168
mp-15951,BeF2_mp-15951.cif,BeF2,False,Yes,True,mp-15951,BeF2::sf-0003,2,1,mp-558118
mp-558118,BeF2_mp-558118.cif,BeF2,False,Yes,False,mp-15951,BeF2::sf-0003,2,1,mp-15951
mp-559400,BeF2_mp-559400.cif,BeF2,True,No,True,mp-559400,BeF2::sf-0004,1,0,
mp-561543,BeF2_mp-561543.cif,BeF2,True,No,True,mp-561543,BeF2::sf-0005,1,0,
mp-684652,BeF2_mp-684652.cif,BeF2,True,No,True,mp-684652,BeF2::sf-0006,1,0,
mp-685168,BeF2_mp-685168.cif,BeF2,True,No,False,mp-1350597,BeF2::sf-0002,2,1,mp-1350597
mp-975644,BeF2_mp-975644.cif,BeF2,True,No,True,mp-975644,BeF2::sf-0007,1,0,
mp-1214240,BeF4_mp-1214240.cif,BeF4,True,No,True,mp-1214240,BeF4::sf-0001,1,0,
mp-30140,BeI2_mp-30140.cif,BeI2,False,Yes,True,mp-30140,BeI2::sf-0001,1,0,
mp-570886,BeI2_mp-570886.cif,BeI2,False,Yes,True,mp-570886,BeI2::sf-0002,1,0,
mp-583234,Bi4I_mp-583234.cif,Bi4I,False,Yes,True,mp-583234,Bi4I::sf-0001,1,0,
mp-27709,Bi6Br7_mp-27709.cif,Bi6Br7,False,Yes,True,mp-27709,Bi6Br7::sf-0001,1,0,
mp-582968,Bi6Cl7_mp-582968.cif,Bi6Cl7,False,Yes,True,mp-582968,Bi6Cl7::sf-0001,1,0,
mp-1214175,Bi7I2_mp-1214175.cif,Bi7I2,True,No,True,mp-1214175,Bi7I2::sf-0001,1,0,
mp-28149,Bi9I2_mp-28149.cif,Bi9I2,False,Yes,True,mp-28149,Bi9I2::sf-0001,1,0,
mp-2913080,BiBr3_mp-2913080.cif,BiBr3,True,No,True,mp-2913080,BiBr3::sf-0001,3,2,mp-568301;mp-752602
mp-568301,BiBr3_mp-568301.cif,BiBr3,False,Yes,False,mp-2913080,BiBr3::sf-0001,3,2,mp-2913080;mp-752602
mp-610430,BiBr3_mp-610430.cif,BiBr3,False,Yes,True,mp-610430,BiBr3::sf-0002,1,0,
mp-752602,BiBr3_mp-752602.cif,BiBr3,True,No,False,mp-2913080,BiBr3::sf-0001,3,2,mp-2913080;mp-568301
mp-568758,BiBr_mp-568758.cif,BiBr,False,Yes,True,mp-568758,BiBr::sf-0001,1,0,
mp-22908,BiCl3_mp-22908.cif,BiCl3,False,Yes,True,mp-22908,BiCl3::sf-0001,1,0,
mp-23237,BiF3_mp-23237.cif,BiF3,False,Yes,True,mp-23237,BiF3::sf-0001,1,0,
mp-23301,BiF3_mp-23301.cif,BiF3,False,Yes,False,mp-557466,BiF3::sf-0002,2,1,mp-557466
mp-557466,BiF3_mp-557466.cif,BiF3,False,Yes,True,mp-557466,BiF3::sf-0002,2,1,mp-23301
mp-685136,BiF3_mp-685136.cif,BiF3,True,No,True,mp-685136,BiF3::sf-0003,1,0,
mp-1396980,BiF4_mp-1396980.cif,BiF4,True,No,True,mp-1396980,BiF4::sf-0001,1,0,
mp-1047384,BiF5_mp-1047384.cif,BiF5,True,No,True,mp-1047384,BiF5::sf-0001,1,0,
mp-1369219,BiF5_mp-1369219.cif,BiF5,True,No,True,mp-1369219,BiF5::sf-0002,2,1,mp-2023073
mp-1404622,BiF5_mp-1404622.cif,BiF5,True,No,True,mp-1404622,BiF5::sf-0003,1,0,
mp-1411551,BiF5_mp-1411551.cif,BiF5,True,No,True,mp-1411551,BiF5::sf-0004,1,0,
mp-1881158,BiF5_mp-1881158.cif,BiF5,True,No,True,mp-1881158,BiF5::sf-0005,1,0,
mp-2023073,BiF5_mp-2023073.cif,BiF5,True,No,False,mp-1369219,BiF5::sf-0002,2,1,mp-1369219
mp-27743,BiF5_mp-27743.cif,BiF5,False,Yes,True,mp-27743,BiF5::sf-0006,1,0,
mp-1008490,BiI3_mp-1008490.cif,BiI3,True,No,True,mp-1008490,BiI3::sf-0001,1,0,
mp-1079786,BiI3_mp-1079786.cif,BiI3,True,No,True,mp-1079786,BiI3::sf-0002,1,0,
mp-1106279,BiI3_mp-1106279.cif,BiI3,True,No,True,mp-1106279,BiI3::sf-0003,1,0,
mp-1189196,BiI3_mp-1189196.cif,BiI3,True,No,True,mp-1189196,BiI3::sf-0004,1,0,
mp-2029636,BiI3_mp-2029636.cif,BiI3,True,No,True,mp-2029636,BiI3::sf-0005,1,0,
mp-22849,BiI3_mp-22849.cif,BiI3,False,Yes,True,mp-22849,BiI3::sf-0006,1,0,
mp-569157,BiI3_mp-569157.cif,BiI3,False,Yes,True,mp-569157,BiI3::sf-0007,1,0,
mp-950217,BiI4_mp-950217.cif,BiI4,True,No,True,mp-950217,BiI4::sf-0001,1,0,
mp-1214795,BiI5_mp-1214795.cif,BiI5,True,No,True,mp-1214795,BiI5::sf-0001,1,0,
mp-27708,BiI_mp-27708.cif,BiI,False,Yes,True,mp-27708,BiI::sf-0001,1,0,
mp-568388,BiI_mp-568388.cif,BiI,False,Yes,True,mp-568388,BiI::sf-0002,1,0,
mp-28933,Br2O3_mp-28933.cif,Br2O3,False,Yes,True,mp-28933,Br2O3::sf-0001,1,0,
mp-28460,Br2O_mp-28460.cif,Br2O,False,Yes,True,mp-28460,Br2O::sf-0001,1,0,
mp-36891,Br3N_mp-36891.cif,Br3N,,unknown,True,mp-36891,Br3N::sf-0001,1,0,
mp-1198478,BrN3_mp-1198478.cif,BrN3,False,Yes,True,mp-1198478,BrN3::sf-0001,1,0,
mp-1106142,BrN4_mp-1106142.cif,BrN4,True,No,True,mp-1106142,BrN4::sf-0001,1,0,
mp-1058019,BrN_mp-1058019.cif,BrN,False,Yes,True,mp-1058019,BrN::sf-0001,1,0,
mp-1059160,BrN_mp-1059160.cif,BrN,False,Yes,True,mp-1059160,BrN::sf-0002,1,0,
mp-1182030,BrN_mp-1182030.cif,BrN,True,No,True,mp-1182030,BrN::sf-0003,1,0,
mp-1182474,BrO2_mp-1182474.cif,BrO2,True,No,True,mp-1182474,BrO2::sf-0001,1,0,
mp-1182115,BrO3_mp-1182115.cif,BrO3,False,Yes,True,mp-1182115,BrO3::sf-0001,2,1,mp-1182120
mp-1182120,BrO3_mp-1182120.cif,BrO3,,unknown,False,mp-1182115,BrO3::sf-0001,2,1,mp-1182115
mp-1182293,BrO4_mp-1182293.cif,BrO4,True,No,True,mp-1182293,BrO4::sf-0001,1,0,
mp-1182418,BrO4_mp-1182418.cif,BrO4,True,No,True,mp-1182418,BrO4::sf-0002,1,0,
mp-1181998,BrO_mp-1181998.cif,BrO,True,No,True,mp-1181998,BrO::sf-0001,1,0,
mp-1207019,BrO_mp-1207019.cif,BrO,True,No,True,mp-1207019,BrO::sf-0002,1,0,
mp-647169,C10F3_mp-647169.cif,C10F3,False,Yes,True,mp-647169,C10F3::sf-0001,1,0,
mp-1588,C11F7_mp-1588.cif,C11F7,False,Yes,True,mp-1588,C11F7::sf-0001,1,0,
mp-1214278,C13Cl12_mp-1214278.cif,C13Cl12,True,No,True,mp-1214278,C13Cl12::sf-0001,1,0,
mp-646059,C13Cl3_mp-646059.cif,C13Cl3,False,Yes,True,mp-646059,C13Cl3::sf-0001,1,0,
mp-1196461,C13F7_mp-1196461.cif,C13F7,False,Yes,True,mp-1196461,C13F7::sf-0001,1,0,
mp-1214506,C15Br7_mp-1214506.cif,C15Br7,True,No,True,mp-1214506,C15Br7::sf-0001,1,0,
mp-1196803,C16Cl_mp-1196803.cif,C16Cl,False,Yes,True,mp-1196803,C16Cl::sf-0001,1,0,
mp-644802,C17F5_mp-644802.cif,C17F5,False,Yes,True,mp-644802,C17F5::sf-0001,1,0,
mp-646122,C20Cl3_mp-646122.cif,C20Cl3,False,Yes,True,mp-646122,C20Cl3::sf-0001,1,0,
mp-647192,C28Cl5_mp-647192.cif,C28Cl5,False,Yes,True,mp-647192,C28Cl5::sf-0001,1,0,
mp-683965,C2F_mp-683965.cif,C2F,False,Yes,True,mp-683965,C2F::sf-0001,1,0,
mp-555948,C37F21_mp-555948.cif,C37F21,False,Yes,True,mp-555948,C37F21::sf-0001,1,0,
mp-1214300,C3F2_mp-1214300.cif,C3F2,True,No,True,mp-1214300,C3F2::sf-0001,1,0,
mp-1195459,C3F5_mp-1195459.cif,C3F5,True,No,True,mp-1195459,C3F5::sf-0001,1,0,
mp-1195560,C3F5_mp-1195560.cif,C3F5,True,No,True,mp-1195560,C3F5::sf-0002,1,0,
mp-1200162,C41F14_mp-1200162.cif,C41F14,False,Yes,True,mp-1200162,C41F14::sf-0001,1,0,
mp-1214607,C4Cl5_mp-1214607.cif,C4Cl5,True,No,True,mp-1214607,C4Cl5::sf-0001,1,0,
mp-1195608,C50Cl11_mp-1195608.cif,C50Cl11,False,Yes,True,mp-1195608,C50Cl11::sf-0001,1,0,
mp-1214283,C5Cl4_mp-1214283.cif,C5Cl4,True,No,True,mp-1214283,C5Cl4::sf-0001,1,0,
mp-1214262,C5F6_mp-1214262.cif,C5F6,True,No,True,mp-1214262,C5F6::sf-0001,1,0,
mp-1214171,C6F5_mp-1214171.cif,C6F5,True,No,True,mp-1214171,C6F5::sf-0001,1,0,
mp-1214386,C7Cl5_mp-1214386.cif,C7Cl5,True,No,True,mp-1214386,C7Cl5::sf-0001,1,0,
mp-1214294,C7Cl8_mp-1214294.cif,C7Cl8,True,No,True,mp-1214294,C7Cl8::sf-0001,1,0,
mp-645316,C7F3_mp-645316.cif,C7F3,False,Yes,True,mp-645316,C7F3::sf-0001,1,0,
mp-1214421,C8Cl5_mp-1214421.cif,C8Cl5,True,No,True,mp-1214421,C8Cl5::sf-0001,1,0,
mp-1196206,C9Cl_mp-1196206.cif,C9Cl,False,Yes,True,mp-1196206,C9Cl::sf-0001,1,0,
mp-1199402,C9F5_mp-1199402.cif,C9F5,False,Yes,True,mp-1199402,C9F5::sf-0001,1,0,
mp-680422,CBr4_mp-680422.cif,CBr4,False,Yes,True,mp-680422,CBr4::sf-0001,1,0,
mp-1214217,CCl2_mp-1214217.cif,CCl2,True,No,True,mp-1214217,CCl2::sf-0001,1,0,
mp-1214207,CCl3_mp-1214207.cif,CCl3,True,No,True,mp-1214207,CCl3::sf-0001,1,0,
mp-1227457,CCl3_mp-1227457.cif,CCl3,True,No,True,mp-1227457,CCl3::sf-0002,1,0,
mp-1004532,CCl4_mp-1004532.cif,CCl4,False,Yes,True,mp-1004532,CCl4::sf-0001,1,0,
mp-1214295,CCl_mp-1214295.cif,CCl,True,No,True,mp-1214295,CCl::sf-0001,1,0,
mp-559432,CF2_mp-559432.cif,CF2,False,Yes,True,mp-559432,CF2::sf-0001,1,0,
mp-1167,CF4_mp-1167.cif,CF4,False,Yes,True,mp-1167,CF4::sf-0001,1,0,
mp-1214158,CF_mp-1214158.cif,CF,True,No,True,mp-1214158,CF::sf-0001,1,0,
mp-1214172,CF_mp-1214172.cif,CF,True,No,True,mp-1214172,CF::sf-0002,1,0,
mp-1214237,CI2_mp-1214237.cif,CI2,True,No,True,mp-1214237,CI2::sf-0001,1,0,
mp-27962,CI4_mp-27962.cif,CI4,False,Yes,True,mp-27962,CI4::sf-0001,1,0,
mp-1197830,CI_mp-1197830.cif,CI,False,Yes,True,mp-1197830,CI::sf-0001,1,0,
mp-684949,Ca2F_mp-684949.cif,Ca2F,True,No,True,mp-684949,Ca2F::sf-0001,1,0,
mp-22888,CaBr2_mp-22888.cif,CaBr2,False,Yes,True,mp-22888,CaBr2::sf-0001,2,1,mp-571166
mp-571166,CaBr2_mp-571166.cif,CaBr2,False,Yes,False,mp-22888,CaBr2::sf-0001,2,1,mp-22888
mp-1183444,CaBr_mp-1183444.cif,CaBr,True,No,True,mp-1183444,CaBr::sf-0001,1,0,
mp-1183475,CaBr_mp-1183475.cif,CaBr,True,No,True,mp-1183475,CaBr::sf-0002,1,0,
mp-1120739,CaCl2_mp-1120739.cif,CaCl2,True,No,True,mp-1120739,CaCl2::sf-0001,1,0,
mp-22904,CaCl2_mp-22904.cif,CaCl2,False,Yes,False,mp-23214,CaCl2::sf-0002,2,1,mp-23214
mp-23214,CaCl2_mp-23214.cif,CaCl2,False,Yes,True,mp-23214,CaCl2::sf-0002,2,1,mp-22904
mp-571627,CaCl2_mp-571627.cif,CaCl2,False,Yes,True,mp-571627,CaCl2::sf-0003,1,0,
mp-571642,CaCl2_mp-571642.cif,CaCl2,False,Yes,True,mp-571642,CaCl2::sf-0004,1,0,
mp-10464,CaF2_mp-10464.cif,CaF2,False,Yes,True,mp-10464,CaF2::sf-0001,1,0,
mp-2741,CaF2_mp-2741.cif,CaF2,False,Yes,True,mp-2741,CaF2::sf-0002,1,0,
mp-554355,CaF2_mp-554355.cif,CaF2,True,No,True,mp-554355,CaF2::sf-0003,1,0,
mp-560030,CaF2_mp-560030.cif,CaF2,True,No,True,mp-560030,CaF2::sf-0004,1,0,
mp-1183589,CaF3_mp-1183589.cif,CaF3,True,No,True,mp-1183589,CaF3::sf-0001,1,0,
mp-1183590,CaF3_mp-1183590.cif,CaF3,True,No,True,mp-1183590,CaF3::sf-0002,1,0,
mp-1183545,CaF_mp-1183545.cif,CaF,True,No,True,mp-1183545,CaF::sf-0001,1,0,
mp-30031,CaI2_mp-30031.cif,CaI2,False,Yes,True,mp-30031,CaI2::sf-0001,1,0,
