formula,multiproto_median_pct,multiproto_min_pct,multiproto_max_pct,configs_top20,configs_top10,reserved_formula
TcCl4,91.9953596287703,90.25522041763341,93.7354988399072,2,2,False
RuF3,91.87935034802786,90.71925754060325,93.03944315545245,2,2,False
MoCl3,91.53132250580046,91.415313225058,91.64733178654292,2,2,False
VF3,91.29930394431554,90.95127610208816,91.64733178654292,2,2,False
MoCl4,90.48723897911833,90.02320185614849,90.95127610208816,2,2,False
NbCl5,94.19953596287704,88.39907192575406,100.0,2,1,False
HfCl4,94.08352668213456,88.63109048723898,99.53596287703016,2,1,False
HfI4,93.50348027842227,89.55916473317865,97.4477958236659,2,1,False
MoCl5,93.38747099767981,88.16705336426914,98.60788863109049,2,1,False
WBr5,92.92343387470999,87.00696055684455,98.83990719257541,2,1,False
TaCl5,92.80742459396751,85.61484918793504,100.0,2,1,True
WCl5,92.69141531322506,86.3109048723898,99.07192575406032,2,1,False
TiI4,92.22737819025522,86.07888631090486,98.37587006960557,2,1,False
TaBr5,92.11136890951276,87.47099767981439,96.75174013921114,2,1,False
ZrI4,91.41531322505801,87.23897911832947,95.59164733178655,2,1,False
VCl5,91.415313225058,83.29466357308584,99.53596287703016,2,1,False
NbBr5,90.8352668213457,87.23897911832947,94.43155452436194,2,1,False
NiF3,90.48723897911833,89.0951276102088,91.87935034802784,2,1,False
TcBr4,90.02320185614849,86.5429234338747,93.50348027842227,2,1,False
Nb3Cl8,89.90719257540604,88.63109048723898,91.1832946635731,2,1,False
TmCl3,89.90719257540604,87.70301624129931,92.11136890951276,2,1,False
Nb3I8,89.79118329466357,89.32714617169374,90.25522041763341,2,1,False
MoF5,89.67517401392112,81.20649651972158,98.14385150812065,2,1,False
RuBr3,89.55916473317865,87.93503480278422,91.1832946635731,2,1,False
TiBr3,89.09512761020882,87.47099767981439,90.71925754060325,2,1,False
TiI3,87.35498839907191,84.68677494199535,90.02320185614849,2,1,False
OsBr4,86.19489559164734,81.90255220417633,90.48723897911833,2,1,False
Nb3Br8,89.55916473317865,89.32714617169374,89.79118329466357,2,0,False
MnF4,87.81902552204177,86.77494199535964,88.8631090487239,2,0,False
BiCl3,87.47099767981439,85.84686774941996,89.0951276102088,2,0,False
BiBr3,86.77494199535963,86.5429234338747,87.00696055684455,2,0,False
IrF3,86.5429234338747,83.29466357308584,89.79118329466357,2,0,False
RuF5,86.07888631090486,83.9907192575406,88.16705336426914,2,0,False
TaI5,85.7308584686775,85.1508120649652,86.3109048723898,2,0,False
PdF3,85.26682134570765,84.91879350348029,85.61484918793504,2,0,False
PtBr3,85.15081206496521,84.45475638051045,85.84686774941996,2,0,False
AlBr3,85.15081206496518,84.22273781902551,86.07888631090486,2,0,True
PtCl3,84.91879350348027,83.75870069605568,86.07888631090486,2,0,False
VF4,84.80278422273781,84.45475638051045,85.1508120649652,2,0,False
AlF3,84.80278422273781,81.67053364269141,87.93503480278422,2,0,False
UCl5,84.57076566125289,84.22273781902551,84.91879350348029,2,0,False
WCl3,84.10672853828306,80.51044083526682,87.70301624129931,2,0,False
NbI5,83.4106728538283,82.5986078886311,84.22273781902551,2,0,False
RhF5,82.94663573085847,81.90255220417633,83.9907192575406,2,0,False
CrF4,82.830626450116,80.2784222737819,85.38283062645012,2,0,False
UF5,82.48259860788863,82.13457076566125,82.830626450116,2,0,False
SnI3,81.90255220417633,80.2784222737819,83.52668213457076,2,0,False
OsF5,81.78654292343387,80.51044083526682,83.06264501160094,2,0,False
TaF5,84.57076566125289,78.65429234338747,90.48723897911833,1,1,False
VF5,80.2784222737819,67.28538283062645,93.27146171693735,1,1,False
ReCl5,79.93039443155452,64.03712296983758,95.82366589327145,1,1,False
PtI3,83.1786542923434,79.58236658932715,86.77494199535964,1,0,False
NbF5,82.830626450116,76.79814385150812,88.8631090487239,1,0,False
W3I8,82.01856148491879,79.35034802784223,84.68677494199535,1,0,False
TaCl4,81.78654292343387,77.9582366589327,85.61484918793504,1,0,False
OsCl4,81.78654292343387,74.0139211136891,89.55916473317865,1,0,False
NbCl4,81.09048723897911,76.79814385150812,85.38283062645012,1,0,False
ReI3,80.97447795823666,78.19025522041764,83.75870069605568,1,0,False
WI3,80.74245939675174,79.11832946635731,82.36658932714617,1,0,False
WCl4,79.81438515081206,78.65429234338747,80.97447795823666,1,0,False
Pt3I8,79.6983758700696,76.5661252900232,82.830626450116,1,0,False
MnF3,78.77030162412993,74.47795823665894,83.06264501160094,1,0,False
NbBr4,78.07424593967517,75.4060324825986,80.74245939675174,1,0,False
TaI4,77.95823665893272,73.54988399071925,82.36658932714617,1,0,False
ReCl3,77.84222737819026,75.63805104408353,80.04640371229699,1,0,False
PaCl5,77.7262180974478,73.31786542923435,82.13457076566125,1,0,False
CrF5,77.1461716937355,65.89327146171694,88.39907192575406,1,0,False
UBr4,76.33410672853829,71.92575406032483,80.74245939675174,1,0,False
CdI2,75.63805104408353,69.60556844547564,81.67053364269141,1,0,False
TiF4,75.40603248259862,69.83758700696056,80.97447795823666,1,0,False
Sn3F8,74.82598607888632,68.21345707656613,81.4385150812065,1,0,False
WCl6,73.31786542923433,63.10904872389791,83.52668213457076,1,0,False
ReCl4,72.38979118329468,63.341067285382834,81.4385150812065,1,0,False
WF6,72.38979118329466,63.57308584686775,81.20649651972158,1,0,False
MoF6,72.04176334106728,61.48491879350348,82.5986078886311,1,0,False
PbCl4,63.341067285382834,46.635730858468676,80.04640371229699,1,0,False
PbF4,78.42227378190255,77.9582366589327,78.88631090487239,0,0,False
WBr4,77.7262180974478,77.03016241299304,78.42227378190255,0,0,False
PaBr5,77.7262180974478,76.10208816705337,79.35034802784223,0,0,False
PtI4,76.68213457076567,74.24593967517401,79.11832946635731,0,0,False
NbI4,76.45011600928075,75.87006960556845,77.03016241299304,0,0,False
UBr5,76.21809744779583,74.94199535962876,77.49419953596288,0,0,False
PtF4,76.21809744779583,74.70997679814386,77.7262180974478,0,0,False
Ag3F8,76.10208816705337,73.78190255220419,78.42227378190255,0,0,False
SnF4,76.10208816705335,75.63805104408353,76.5661252900232,0,0,False
UI4,75.05800464037122,71.22969837587007,78.88631090487239,0,0,False
Cr2F5,74.94199535962878,74.70997679814386,75.1740139211137,0,0,False
ThI3,74.36194895591647,72.38979118329466,76.33410672853829,0,0,False
RuF4,74.36194895591647,70.53364269141531,78.19025522041764,0,0,False
Ag2F5,73.78190255220417,70.30162412993039,77.26218097447796,0,0,False
Cd13I28,73.54988399071925,71.6937354988399,75.4060324825986,0,0,False
IrF4,73.31786542923433,73.08584686774941,73.54988399071925,0,0,False
Nb2F5,73.08584686774941,66.35730858468676,79.81438515081206,0,0,False
Th2Br5,72.2737819025522,64.96519721577727,79.58236658932715,0,0,False
Ti7Br16,72.15777262180976,66.5893271461717,77.7262180974478,0,0,False
OsF6,72.15777262180974,66.8213457076566,77.49419953596288,0,0,False
Tb4F15,71.92575406032483,70.99767981438515,72.8538283062645,0,0,False
PdF4,71.69373549883991,71.46171693735499,71.92575406032483,0,0,False
Ti7Cl16,71.34570765661252,65.4292343387471,77.26218097447796,0,0,False
NbF4,71.1136890951276,69.1415313225058,73.08584686774941,0,0,False
W2Br5,70.99767981438515,67.51740139211137,74.47795823665894,0,0,False
AuF5,70.76566125290023,69.37354988399072,72.15777262180974,0,0,False
Pr2I5,70.41763341067286,70.06960556844548,70.76566125290023,0,0,False
Zr2Cl5,70.06960556844547,67.28538283062645,72.8538283062645,0,0,False
IrF6,70.06960556844547,63.80510440835266,76.33410672853829,0,0,False
Ta2Br5,69.83758700696056,68.90951276102089,70.76566125290023,0,0,False
DyCl3,69.7215777262181,63.341067285382834,76.10208816705337,0,0,False
ScF3,69.37354988399072,68.44547563805105,70.30162412993039,0,0,False
Nb3Cl7,68.79350348027842,68.44547563805105,69.1415313225058,0,0,False
PtF5,68.44547563805105,67.05336426914154,69.83758700696056,0,0,False
Ta2Cl5,68.44547563805105,65.19721577726219,71.6937354988399,0,0,False
Au3F8,68.32946635730859,62.87703016241299,73.78190255220419,0,0,False
La2I5,68.32946635730858,67.98143851508121,68.67749419953596,0,0,False
WI4,68.32946635730858,56.8445475638051,79.81438515081206,0,0,False
NpI3,68.21345707656613,61.25290023201856,75.1740139211137,0,0,False
UCl4,68.09744779582367,66.12529002320186,70.06960556844548,0,0,False
UCl6,68.09744779582367,64.73317865429235,71.46171693735499,0,0,False
W15I47,67.98143851508121,65.4292343387471,70.53364269141531,0,0,False
PuI3,67.86542923433873,60.78886310904872,74.94199535962876,0,0,False
SrF3,67.74941995359629,66.12529002320186,69.37354988399072,0,0,False
ReCl6,67.4013921113689,62.18097447795824,72.62180974477958,0,0,False
SmBr3,67.28538283062645,60.32482598607889,74.24593967517401,0,0,False
WBr6,67.05336426914153,61.94895591647332,72.15777262180974,0,0,False
NpBr3,66.93735498839908,60.556844547563806,73.31786542923435,0,0,False
UI3,66.93735498839908,59.86078886310905,74.0139211136891,0,0,False
BaF3,66.58932714617168,65.66125290023201,67.51740139211137,0,0,False
ZrF4,66.47331786542924,66.35730858468676,66.5893271461717,0,0,False
TiF3,66.47331786542924,64.73317865429235,68.21345707656613,0,0,False
AuBr3,66.47331786542924,64.03712296983758,68.90951276102089,0,0,False
NbF3,66.24129930394432,64.50116009280742,67.98143851508121,0,0,False
TaF3,66.24129930394432,64.50116009280742,67.98143851508121,0,0,False
PuBr3,66.0092807424594,59.39675174013921,72.62180974477958,0,0,False
LaI3,65.42923433874711,58.46867749419954,72.38979118329466,0,0,False
PaBr4,65.08120649651971,62.41299303944315,67.74941995359629,0,0,False
ThI4,64.96519721577727,62.87703016241299,67.05336426914154,0,0,False
NdBr3,64.61716937354988,58.0046403712297,71.22969837587007,0,0,False
PaCl4,64.2691415313225,61.7169373549884,66.8213457076566,0,0,False
W5I16,64.15313225058004,63.80510440835266,64.50116009280742,0,0,False
Ta3Br7,64.15313225058004,62.64501160092807,65.66125290023201,0,0,False
Ce2Br5,63.457076566125295,61.94895591647332,64.96519721577727,0,0,False
La2Br5,62.64501160092807,61.02088167053365,64.2691415313225,0,0,False
Pr2Br5,62.64501160092807,60.092807424593964,65.19721577726219,0,0,False
ThBr4,61.7169373549884,60.32482598607889,63.10904872389791,0,0,False
TlF3,61.60092807424594,53.596287703016245,69.60556844547564,0,0,False
ThCl4,61.02088167053364,59.86078886310905,62.18097447795824,0,0,False
UF4,60.5568445475638,58.70069605568445,62.41299303944315,0,0,False
Ta3I7,59.97679814385151,57.30858468677494,62.64501160092807,0,0,False
BiF5,59.976798143851504,51.27610208816705,68.67749419953596,0,0,False
PtF6,59.74477958236659,58.0046403712297,61.48491879350348,0,0,False
HfF4,58.35266821345708,54.988399071925755,61.7169373549884,0,0,False
ReF7,56.72853828306265,49.88399071925754,63.57308584686775,0,0,False
CeF4,56.61252900232019,53.596287703016245,59.62877030162414,0,0,False
NpF4,56.264501160092806,53.36426914153132,59.164733178654295,0,0,False
ThF4,55.80046403712297,52.90023201856149,58.70069605568445,0,0,False
AuCl3,55.56844547563805,54.524361948955914,56.61252900232019,0,0,False
SnCl4,55.56844547563805,45.243619489559165,65.89327146171694,0,0,False
TlI3,55.33642691415314,54.75638051044084,55.91647331786543,0,0,False
SnI4,54.29234338747099,32.71461716937355,75.87006960556845,0,0,False
UF6,53.596287703016245,49.651972157772626,57.540603248259856,0,0,False
AlI3,53.480278422273784,48.027842227378194,58.93271461716937,0,0,False
GdCl3,53.24825986078886,46.403712296983755,60.092807424593964,0,0,False
GaBr3,52.90023201856148,47.56380510440835,58.23665893271461,0,0,False
SnBr4,52.55220417633411,34.106728538283065,70.99767981438515,0,0,False
UBr3,52.32018561484919,45.243619489559165,59.39675174013921,0,0,False
CeBr3,51.85614849187935,44.5475638051044,59.164733178654295,0,0,False
EuCl3,51.39211136890952,43.1554524361949,59.62877030162414,0,0,False
W3Br8,51.1600928074246,41.29930394431555,61.02088167053365,0,0,False
BiF3,51.04408352668214,41.53132250580047,60.556844547563806,0,0,False
Dy5Cl11,50.5800464037123,49.419953596287705,51.74013921113689,0,0,False
Nd4Br9,50.11600928074246,50.11600928074246,50.11600928074246,0,0,False
Sm11Br24,50.11600928074246,49.187935034802784,51.04408352668214,0,0,False
PrBr3,50.11600928074246,41.9953596287703,58.23665893271461,0,0,False
UCl3,50.11600928074246,41.76334106728538,58.46867749419954,0,0,False
EuF3,49.53596287703016,37.81902552204176,61.25290023201856,0,0,False
SnBr2,49.419953596287705,41.067285382830626,57.772621809744784,0,0,False
LaBr3,49.30394431554524,41.067285382830626,57.540603248259856,0,0,False
Tm7Cl15,49.18793503480279,48.95591647331787,49.419953596287705,0,0,False
ZrI2,49.071925754060324,45.011600928074245,53.1322505800464,0,0,False
NdCl3,48.95591647331787,40.60324825986079,57.30858468677494,0,0,False
YbF3,48.8399071925754,38.74709976798144,58.93271461716937,0,0,False
U2F9,48.72389791183295,47.09976798143852,50.34802784222738,0,0,False
MgCl2,48.60788863109049,40.835266821345705,56.380510440835266,0,0,False
YF3,48.60788863109049,36.42691415313225,60.78886310904872,0,0,False
AcCl3,48.60788863109048,40.13921113689095,57.076566125290014,0,0,False
Ga3Cl7,48.49187935034803,46.17169373549884,50.81206496519721,0,0,False
Sm5Br11,48.37587006960557,48.027842227378194,48.72389791183295,0,0,False
MnBr2,48.25986078886311,42.22737819025522,54.292343387471,0,0,False
PrCl3,48.14385150812065,39.90719257540603,56.380510440835266,0,0,False
PtCl4,47.91183294663573,42.69141531322506,53.1322505800464,0,0,False
CeCl3,47.679814385150806,39.21113689095127,56.148491879350345,0,0,False
FeCl2,47.56380510440836,40.37122969837587,54.75638051044084,0,0,False
MgBr2,47.4477958236659,42.459396751740144,52.43619489559165,0,0,False
CdBr2,47.44779582366589,44.31554524361949,50.580046403712295,0,0,False
MgI2,47.44779582366589,42.92343387470998,51.972157772621806,0,0,False
FeI2,47.44779582366589,41.53132250580047,53.36426914153132,0,0,False
MnI2,47.33178654292343,41.9953596287703,52.66821345707656,0,0,False
CoCl2,47.33178654292343,37.58700696055685,57.076566125290014,0,0,False
CoI2,47.21577726218098,38.97911832946635,55.4524361948956,0,0,False
GaI3,47.21577726218097,44.5475638051044,49.88399071925754,0,0,False
MnCl2,47.21577726218097,39.21113689095127,55.22041763341067,0,0,False
VCl2,47.21577726218097,38.2830626450116,56.148491879350345,0,0,False
VBr2,47.09976798143852,41.29930394431555,52.90023201856149,0,0,False
CoBr2,47.09976798143852,38.51508120649652,55.68445475638051,0,0,False
LaCl3,47.09976798143852,38.51508120649652,55.68445475638051,0,0,False
TiBr2,47.09976798143851,42.69141531322506,51.508120649651964,0,0,False
FeBr2,46.98375870069606,39.90719257540603,54.060324825986086,0,0,False
VI2,46.98375870069606,39.443155452436194,54.524361948955914,0,0,False
NiCl2,46.98375870069606,37.12296983758701,56.8445475638051,0,0,False
KF5,46.8677494199536,44.08352668213457,49.651972157772626,0,0,False
RbI3,46.8677494199536,42.92343387470998,50.81206496519721,0,0,False
PuCl3,46.8677494199536,38.2830626450116,55.4524361948956,0,0,False
NpCl3,46.635730858468676,38.05104408352668,55.22041763341067,0,0,False
CdCl2,46.40371229698376,40.60324825986079,52.204176334106734,0,0,False
NiI2,46.17169373549884,37.35498839907193,54.988399071925755,0,0,False
TiBr4,46.05568445475638,43.619489559164734,48.49187935034803,0,0,False
AcBr3,45.82366589327147,37.35498839907193,54.292343387471,0,0,False
PuF3,45.82366589327147,33.874709976798144,57.772621809744784,0,0,False
ZnBr2,45.707656612529,45.47563805104408,45.93967517401392,0,0,False
TiCl2,45.707656612529,40.13921113689095,51.27610208816705,0,0,False
Sm6Br13,45.59164733178655,43.851508120649655,47.33178654292343,0,0,False
CaI2,45.475638051044086,43.1554524361949,47.79582366589327,0,0,False
CsI4,45.243619489559165,43.38747099767982,47.09976798143852,0,0,False
NiBr2,45.243619489559165,36.65893271461717,53.82830626450116,0,0,False
VCl4,45.011600928074245,38.97911832946635,51.04408352668214,0,0,False
PbI2,44.779582366589324,43.851508120649655,45.707656612529,0,0,False
NpF3,44.54756380510441,32.48259860788863,56.61252900232019,0,0,False
LaF3,44.083526682134575,32.25058004640371,55.91647331786543,0,0,False
SmF3,43.619489559164734,33.4106728538283,53.82830626450116,0,0,False
CeF3,43.50348027842227,32.94663573085847,54.060324825986086,0,0,False
ErF3,43.38747099767981,34.106728538283065,52.66821345707656,0,0,False
TiCl4,43.03944315545244,35.730858468677496,50.34802784222738,0,0,False
HoF3,42.92343387470998,33.64269141531322,52.204176334106734,0,0,False
YbI2,42.5754060324826,39.675174013921115,45.47563805104408,0,0,False
TbF3,42.5754060324826,32.71461716937355,52.43619489559165,0,0,False
ZnF2,42.459396751740144,36.19489559164733,48.72389791183295,0,0,False
MnF2,41.9953596287703,35.498839907192576,48.49187935034803,0,0,False
NdF3,41.9953596287703,32.01856148491879,51.972157772621806,0,0,False
PrF3,41.53132250580046,31.322505800464036,51.74013921113689,0,0,False
MgF2,41.29930394431555,35.03480278422274,47.56380510440835,0,0,False
CaCl2,41.29930394431554,37.81902552204176,44.779582366589324,0,0,False
NiF2,41.29930394431554,35.266821345707655,47.33178654292343,0,0,False
CoF2,40.951276102088165,33.64269141531322,48.25986078886311,0,0,False
InI3,40.835266821345705,33.17865429234338,48.49187935034803,0,0,True
UF3,40.835266821345705,30.162412993039446,51.508120649651964,0,0,False
VF2,40.71925754060325,34.5707656612529,46.8677494199536,0,0,False
CaBr2,40.60324825986079,36.89095127610209,44.31554524361949,0,0,False
FeF2,40.60324825986079,32.25058004640371,48.95591647331787,0,0,False
TmI2,40.48723897911833,38.74709976798144,42.22737819025522,0,0,False
PdF2,40.25522041763341,34.33874709976798,46.17169373549884,0,0,False
SnF3,40.13921113689095,29.698375870069604,50.580046403712295,0,0,False
NaCl3,39.443155452436194,30.62645011600928,48.25986078886311,0,0,False
YbBr2,39.32714617169374,36.89095127610209,41.76334106728538,0,0,False
AgF2,38.63109048723898,33.17865429234338,44.08352668213457,0,0,False
CsI3,38.63109048723898,30.39443155452436,46.8677494199536,0,0,False
CuF2,38.2830626450116,29.930394431554525,46.635730858468676,0,0,False
LaBr2,37.58700696055685,34.80278422273782,40.37122969837587,0,0,False
MoCl2,37.35498839907193,28.306264501160094,46.403712296983755,0,0,False
CrI2,37.00696055684455,30.62645011600928,43.38747099767982,0,0,False
ZrCl2,36.658932714617166,33.874709976798144,39.443155452436194,0,0,False
WBr2,36.54292343387471,27.37819025522042,45.707656612529,0,0,False
MoBr2,36.42691415313225,26.91415313225058,45.93967517401392,0,0,False
W3Br7,36.42691415313225,25.05800464037123,47.79582366589327,0,0,False
CrF2,35.96287703016242,29.466357308584683,42.459396751740144,0,0,False
CrBr2,35.96287703016241,31.09048723897912,40.835266821345705,0,0,False
PrI2,35.614849187935036,33.17865429234338,38.05104408352668,0,0,False
ZrBr2,35.498839907192576,35.266821345707655,35.730858468677496,0,0,False
HgI2,35.266821345707655,25.52204176334107,45.011600928074245,0,0,False
MoI2,35.034802784222734,25.290023201856147,44.779582366589324,0,0,False
SrBr2,34.222737819025525,32.94663573085847,35.498839907192576,0,0,False
SnI2,34.106728538283065,33.4106728538283,34.80278422273782,0,0,False
PdCl2,34.106728538283065,31.786542923433874,36.42691415313225,0,0,False
SnCl2,33.874709976798144,32.25058004640371,35.498839907192576,0,0,True
SrI2,33.75870069605568,32.48259860788863,35.03480278422274,0,0,False
SrF2,33.75870069605568,31.322505800464036,36.19489559164733,0,0,False
PtCl2,33.52668213457077,31.09048723897912,35.96287703016242,0,0,False
Sc7Cl10,33.4106728538283,17.633410672853827,49.187935034802784,0,0,False
KF3,33.29466357308585,22.96983758700696,43.619489559164734,0,0,False
EuI2,33.29466357308584,32.01856148491879,34.5707656612529,0,0,False
PdI2,32.36658932714617,25.05800464037123,39.675174013921115,0,0,False
CuBr2,30.974477958236662,25.290023201856147,36.65893271461717,0,0,False
CuCl2,30.974477958236662,24.825986078886313,37.12296983758701,0,0,False
CrCl2,30.974477958236662,24.361948955916475,37.58700696055685,0,0,False
DyBr2,30.046403712296986,29.23433874709977,30.8584686774942,0,0,False
SmI2,29.93039443155452,29.466357308584683,30.39443155452436,0,0,False
EuBr2,29.698375870069604,27.842227378190255,31.554524361948953,0,0,False
PtI2,29.46635730858469,22.96983758700696,35.96287703016242,0,0,False
TmCl2,29.118329466357306,28.538283062645007,29.698375870069604,0,0,False
PbBr2,28.88631090487239,26.218097447795824,31.554524361948953,0,0,False
BaF2,28.42227378190255,28.074245939675173,28.770301624129928,0,0,False
SmCl2,28.074245939675173,27.1461716937355,29.00232018561485,0,0,False
SnF2,28.074245939675173,25.986078886310903,30.162412993039446,0,0,False
NdCl2,27.84222737819026,26.450116009280745,29.23433874709977,0,0,False
PbCl2,27.378190255220417,25.754060324825982,29.00232018561485,0,0,False
PbF2,27.146171693735496,26.68213457076566,27.610208816705335,0,0,False
SrCl2,26.5661252900232,24.361948955916475,28.770301624129928,0,0,False
BeCl2,26.45011600928074,21.11368909512761,31.786542923433874,0,0,False
Sc5Cl8,26.33410672853828,18.329466357308586,34.33874709976798,0,0,False
BaCl2,26.218097447795824,24.825986078886313,27.610208816705335,0,0,False
TiF2,26.218097447795824,24.361948955916475,28.074245939675173,0,0,False
CaF2,26.102088167053363,23.4338747099768,28.770301624129928,0,0,False
CdF2,25.986078886310906,24.361948955916475,27.610208816705335,0,0,False
HgF2,25.986078886310906,24.361948955916475,27.610208816705335,0,0,False
EuF2,25.754060324825986,23.4338747099768,28.074245939675173,0,0,False
PdBr2,25.638051044083525,22.505800464037122,28.770301624129928,0,0,False
TaCl3,25.17401392111369,20.417633410672853,29.930394431554525,0,0,False
Nb6I11,25.05800464037123,24.593967517401392,25.52204176334107,0,0,False
TlBr3,24.47795823665893,21.34570765661253,27.610208816705335,0,0,False
Tb5Br8,24.361948955916475,17.865429234338748,30.8584686774942,0,0,False
BaI2,24.245939675174014,23.897911832946637,24.593967517401392,0,0,False
TlBr2,24.24593967517401,22.73781902552204,25.754060324825982,0,0,False
ThI2,24.013921113689094,22.041763341067284,25.986078886310903,0,0,False
AuCl2,23.897911832946637,21.57772621809745,26.218097447795824,0,0,False
NdI2,23.665893271461716,20.649651972157773,26.68213457076566,0,0,False
LaI2,23.317865429234338,20.185614849187935,26.450116009280745,0,0,False
BaBr2,23.201856148491878,22.73781902552204,23.665893271461716,0,0,False
EuCl2,23.201856148491878,22.2737819025522,24.129930394431554,0,0,False
ZnCl2,22.621809744779583,20.649651972157773,24.593967517401392,0,0,True
InI2,22.2737819025522,22.041763341067284,22.505800464037122,0,0,False
TlCl2,22.041763341067284,21.809744779582367,22.2737819025522,0,0,False
BeI2,21.809744779582367,20.417633410672853,23.201856148491878,0,0,False
GaI2,21.577726218097446,19.721577726218097,23.4338747099768,0,0,False
ZnI2,20.76566125290023,20.649651972157773,20.88167053364269,0,0,False
InBr2,20.417633410672853,19.953596287703014,20.88167053364269,0,0,False
Sc7Cl12,20.185614849187935,19.02552204176334,21.34570765661253,0,0,False
BeBr2,20.069605568445475,18.561484918793504,21.57772621809745,0,0,False
CsBr3,19.953596287703014,18.097447795823665,21.809744779582367,0,0,False
In4Br7,19.837587006960558,18.561484918793504,21.11368909512761,0,0,False
GaBr2,19.837587006960554,19.489559164733176,20.185614849187935,0,0,False
HgBr2,19.25754060324826,18.793503480278424,19.721577726218097,0,0,False
CdCl4,19.02552204176334,18.793503480278424,19.25754060324826,0,0,False
BeF2,18.90951276102088,18.329466357308586,19.489559164733176,0,0,False
GaCl2,18.561484918793504,18.097447795823665,19.02552204176334,0,0,False
HgCl2,18.561484918793504,17.865429234338748,19.25754060324826,0,0,False
In5Cl9,18.097447795823665,16.241299303944317,19.953596287703014,0,0,False
Tl2Br3,17.401392111368907,17.16937354988399,17.633410672853827,0,0,False
In2Cl3,16.82134570765661,16.70533642691415,16.937354988399072,0,0,False
Tl2Cl3,16.82134570765661,16.70533642691415,16.937354988399072,0,0,False
Gd2Cl3,16.82134570765661,16.473317865429234,17.16937354988399,0,0,False
Y2Cl3,16.82134570765661,16.241299303944317,17.40139211136891,0,0,False
TlCl3,16.70533642691415,16.009280742459396,17.40139211136891,0,0,False
Gd2Br3,16.241299303944317,16.009280742459396,16.473317865429234,0,0,False
Ga2I3,15.661252900232018,15.54524361948956,15.777262180974477,0,0,False
In5Br7,15.661252900232018,15.54524361948956,15.777262180974477,0,0,False
In7Br9,14.965197215777263,14.849187935034802,15.081206496519723,0,0,False
Bi6Cl7,14.849187935034802,14.385150812064964,15.31322505800464,0,0,False
In7Cl9,14.849187935034802,14.385150812064964,15.31322505800464,0,0,False
Bi6Br7,14.617169373549885,14.617169373549885,14.617169373549885,0,0,False
Er6I7,14.501160092807424,13.921113689095128,15.081206496519723,0,0,False
Er4I5,14.385150812064964,13.921113689095128,14.849187935034802,0,0,False
Tb6Br7,14.153132250580047,14.153132250580047,14.153132250580047,0,0,False
BiBr,13.109048723897912,12.761020881670534,13.45707656612529,0,0,False
LiI,12.761020881670532,12.529002320185615,12.993039443155451,0,0,False
AgI,12.529002320185615,12.296983758700696,12.761020881670534,0,0,False
CuBr,11.948955916473317,11.600928074245939,12.296983758700696,0,0,False
CuCl,11.7169373549884,11.1368909512761,12.296983758700696,0,0,False
NaI,11.600928074245939,10.904872389791183,12.296983758700696,0,0,False
TlCl,11.020881670533642,9.744779582366588,12.296983758700696,0,0,False
InCl,11.020881670533642,9.048723897911833,12.993039443155451,0,0,False
