material_id,formula,n_X,h,k,l,frac_exact6,mean_inplane_count,median_inplane_count,mean_psi6_exact6,mean_psi4_exact6,psi6_minus_psi4,psi6_over_psi4,strict_exact6_all,fallback_sixfold
mp-29950,Nb3Cl8,16,0,0,1,0.5,4.5,5.0,0.9996507252123819,8.421360098262006e-05,0.9995665116113992,11870.418953093918,False,True
mp-27772,Nb3I8,16,1,1,1,0.5,4.5,5.0,0.9998884643546522,2.4818499706855795e-05,0.9998636458549454,40288.03014545016,False,True
mp-1196526,Nb6I11,44,1,1,1,0.0,1.5454545454545454,1.5,0.0,0.0,0.0,0.0,False,False
mp-1080428,NbBr4,8,0,1,0,1.0,6.0,6.0,0.9691701050002796,0.06780817408218798,0.9013619309180916,14.292821154947802,True,True
mp-28601,NbBr5,40,1,0,0,1.0,6.0,6.0,0.9646922480470644,0.060421468507687016,0.9042707795393774,15.966051005932323,True,True
mp-568245,NbBr5,10,0,1,-1,1.0,6.0,6.0,0.9565942437818773,0.06541718135849026,0.891177062423387,14.622981668067917,True,True
mp-31040,NbCl4,8,0,1,0,1.0,6.0,6.0,0.9681036273330355,0.061136177499345884,0.9069674498336896,15.83520048081831,True,True
mp-23307,NbCl5,30,1,0,0,1.0,6.0,6.0,0.9503288684244342,0.07232561108081309,0.8780032573436212,13.139589893856318,True,True
mp-568483,NbCl5,20,1,2,2,1.0,6.0,6.0,0.9591688215061028,0.057984423941812656,0.9011843975642901,16.541835829370804,True,True
mp-1795,NbF3,3,1,1,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-1416,NbF4,4,0,2,-1,1.0,6.0,6.0,0.93018583215934,0.04024629100519024,0.8899395411541497,23.112336787491337,True,True
mp-18687,NbF5,20,2,-3,-3,0.7,6.4,6.0,0.2763551519209292,0.4197696268341598,-0.14341447491323062,0.6583495666543545,False,False
mp-570722,NbI3,6,0,0,1,1.0,6.0,6.0,0.9613616963097833,0.06093178472433238,0.9004299115854509,15.777671713690589,True,True
mp-570044,NbI4,16,1,-1,0,1.0,6.0,6.0,0.9751633983081469,0.06648452004080263,0.9086788782673443,14.66752557903213,True,True
mp-31487,NbI5,20,1,0,0,1.0,6.0,6.0,0.9724182392688296,0.0631121871813956,0.9093060520874341,15.407772772538014,True,True
mp-569578,NbI5,10,0,1,-1,1.0,6.0,6.0,0.9659851113937912,0.05632695288844575,0.9096581585053454,17.149607103847828,True,True
mp-570534,Nd4Br9,36,1,1,1,0.0,1.2777777777777777,1.0,0.0,0.0,0.0,0.0,False,False
mp-27975,NdBr3,6,0,1,3,0.3333333333333333,4.666666666666667,5.0,0.9527296805415275,0.10103843241296244,0.8516912481285651,9.429379076741295,False,True
mp-28313,NdCl2,8,0,3,1,0.25,3.5,3.0,0.9932006500746745,0.03871619937861321,0.9544844506960612,25.653361280687008,False,True
mp-23183,NdCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-1191157,NdF3,18,1,1,0,0.7777777777777778,5.777777777777778,6.0,0.40313225401050884,0.47323481487921243,-0.07010256086870359,0.851865165738923,False,False
mp-18511,NdF3,18,0,0,1,0.6666666666666666,4.666666666666667,6.0,0.8081002810126781,0.14136514447264303,0.666735136540035,5.7164040260933024,False,True
mp-254,NdF3,18,0,0,1,0.6666666666666666,4.0,6.0,0.7984134666301089,0.14434726706572673,0.6540661995643822,5.5311990511504545,False,True
mp-28753,NdI2,2,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-27637,NiBr2,2,1,1,1,1.0,6.0,6.0,0.9999999999994855,4.781275630521595e-07,0.9999995218719224,2091492.0562536034,True,True
mp-27396,NiCl2,2,1,1,1,1.0,6.0,6.0,0.9999999999990328,6.55605790236534e-07,0.9999993443932426,1525306.8458078227,True,True
mp-559798,NiF2,4,3,0,-2,1.0,6.0,6.0,0.34671783280869295,0.01817021239745144,0.3285476204112415,19.08166097482293,True,False
mp-614777,NiF3,6,3,1,3,1.0,6.0,6.0,0.7016834142966187,0.04137038952514859,0.6603130247714701,16.961005742285153,True,True
mp-27638,NiI2,2,1,1,1,1.0,6.0,6.0,0.9999999999992583,5.741593631278362e-07,0.9999994258398951,1741676.726391047,True,True
mp-23166,NpBr3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-567519,NpBr3,6,0,1,-3,0.3333333333333333,4.666666666666667,5.0,0.9523836327290602,0.09694106633457816,0.855442566394482,9.824356887534586,False,True
mp-23278,NpCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-14107,NpF3,6,0,0,1,1.0,6.0,6.0,0.9999999999998231,2.80238045704818e-07,0.9999997197617775,3568394.8533281917,True,True
mp-504787,NpF4,24,1,2,1,0.3333333333333333,3.75,3.5,0.17111333712410176,0.1539039250186257,0.017209412105476052,1.1118191891687839,False,False
mp-504781,NpI3,6,1,-1,3,0.3333333333333333,4.666666666666667,5.0,0.9664400544166901,0.05332659931271927,0.9131134551039708,18.12303928756579,False,True
mp-28301,OsBr4,32,0,1,0,1.0,6.0,6.0,0.9682103299960116,0.054572035964651766,0.9136382940313599,17.74187663848854,True,True
mp-571035,OsCl4,4,1,-1,1,0.5,5.0,5.0,0.7026575526523127,0.13864114232697064,0.564016410325342,5.068174863960428,False,True
mp-540830,OsF5,40,1,-2,3,0.45,5.2,5.0,0.563724349431688,0.1495997099624472,0.41412463946924083,3.768218197570003,False,False
mp-22626,OsF6,24,0,3,2,0.6666666666666666,5.666666666666667,6.0,0.29482319772919674,0.3943404887474474,-0.09951729101825069,0.7476361320787787,False,False
mp-27474,PaBr4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-27642,PaBr5,20,1,2,2,1.0,6.0,6.0,0.9812814729768474,0.04318531273306843,0.938096160243779,22.722574201146113,True,True
mp-27291,PaCl4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-27436,PaCl5,10,1,1,1,0.0,0.8,1.0,0.0,0.0,0.0,0.0,False,False
mp-28077,PbBr2,8,1,1,1,0.0,1.25,1.5,0.0,0.0,0.0,0.0,False,False
mp-23291,PbCl2,8,1,1,1,0.0,1.75,2.0,0.0,0.0,0.0,0.0,False,False
mp-619071,PbCl2,16,0,3,-2,0.25,3.5,3.0,0.8510480869404784,0.2187202439163572,0.6323278430241213,3.8910348292494383,False,True
mp-570355,PbCl4,8,1,0,-2,1.0,6.0,6.0,0.9970335504340524,0.01640227425689114,0.9806312761771613,60.78629919355027,True,True
mp-2511,PbF2,8,1,0,0,1.0,6.0,6.0,0.6326038055960693,0.15866279577079342,0.47394100982527587,3.9870960455653255,True,True
mp-315,PbF2,2,0,1,0,1.0,6.0,6.0,0.9999999999998579,2.5132863631440284e-07,0.9999997486712215,3978854.1992839,True,True
mp-341,PbF4,4,1,0,-1,1.0,6.0,6.0,0.9304529617373072,0.19020799661048515,0.740244965126822,4.891765742334812,True,True
mp-1203179,PbI2,24,0,0,1,1.0,6.0,6.0,0.9999999999998744,2.3619701186560154e-07,0.9999997638028626,4233753.814670968,True,True
mp-22883,PbI2,2,1,1,1,1.0,6.0,6.0,0.9999999999996283,4.063817382851609e-07,0.99999959361789,2460740.495425317,True,True
mp-22893,PbI2,2,0,0,1,1.0,6.0,6.0,0.9999999969319967,3.692633269751456e-05,0.9999630705992992,27080.945327649737,True,True
mp-540789,PbI2,4,1,1,1,1.0,6.0,6.0,0.9999999999995378,4.532369403311491e-07,0.9999995467625975,2206351.49303785,True,True
mp-567178,PbI2,6,0,0,1,1.0,6.0,6.0,0.9999999999998751,2.3559235614754343e-07,0.9999997644075189,4244619.8864517035,True,True
mp-567199,PbI2,10,0,0,1,1.0,6.0,6.0,0.9999999999999167,1.9232050662618883e-07,0.9999998076794101,5199653.523914667,True,True
mp-567246,PbI2,14,0,0,1,1.0,6.0,6.0,0.9999999999999892,6.897673505455772e-08,0.9999999310232541,14497641.838353626,True,True
mp-567503,PbI2,4,0,0,1,1.0,6.0,6.0,0.9999999999999668,1.214844178236763e-07,0.999999878515549,8231508.3523829095,True,True
mp-567542,PbI2,8,0,0,1,1.0,6.0,6.0,0.9999999999999094,2.0052561663818267e-07,0.9999997994742927,4986894.027630664,True,True
mp-569595,PbI2,4,1,1,1,1.0,6.0,6.0,0.9999999999997848,3.092437919323804e-07,0.9999996907559929,3233694.6644944972,True,True
mp-580202,PbI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999233,1.8420138477817178e-07,0.9999998157985385,5428840.837457294,True,True
mp-680205,PbI2,30,0,0,1,1.0,6.0,6.0,0.9999999999999704,1.1487396627749962e-07,0.9999998851260041,8705192.589801267,True,True
mp-27857,PdBr2,16,0,0,1,1.0,6.0,6.0,0.7569460982022618,0.016085468663176353,0.7408606295390854,47.057758406200506,True,True
mp-1018888,PdCl2,4,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False
mp-1018891,PdCl2,4,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False
mp-29487,PdCl2,12,1,0,-3,0.3333333333333333,4.666666666666667,4.5,0.3456209203697581,0.18037613533334254,0.16524478503641557,1.9161122380798123,False,False
mp-1058,PdF2,4,1,-3,0,1.0,6.0,6.0,0.3753697395136618,0.1467168868701014,0.22865285264356042,2.5584630884787147,True,False
mp-20284,PdF2,8,1,1,1,0.0,3.75,4.0,0.0,0.0,0.0,0.0,False,False
mp-14112,PdF3,9,0,0,1,1.0,6.0,6.0,0.7456394004355666,0.1898280239836104,0.5558113764519562,3.9279732506721166,True,True
mp-13868,PdF4,8,3,-1,-1,1.0,6.0,6.0,0.8274641945301802,0.045354076809889135,0.782110117720291,18.244538368593968,True,True
mp-27747,PdI2,8,0,1,0,1.0,6.0,6.0,0.8856668499798385,0.13565850021475295,0.7500083497650856,6.528649871388756,True,True
mp-569017,PdI2,4,1,1,1,0.0,2.5,2.5,0.0,0.0,0.0,0.0,False,False
mp-23169,Pr2Br5,10,1,1,1,0.0,1.2,1.0,0.0,0.0,0.0,0.0,False,False
mp-22854,Pr2I5,10,1,1,1,0.0,2.6,3.0,0.0,0.0,0.0,0.0,False,False
mp-23221,PrBr3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-23211,PrCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-2651,PrF3,18,0,0,1,0.6666666666666666,4.0,6.0,0.8084020660856592,0.14037198801374948,0.6680300780719097,5.7589984834187575,False,True
mp-569673,PrI2,8,1,0,0,1.0,6.0,6.0,0.9830248953414625,0.003945457895621495,0.979079437445841,249.1535637555232,True,True
mp-28320,Pt3I8,32,1,-1,1,0.375,4.625,5.0,0.8439276948058327,0.06501022600316679,0.778917468802666,12.981460713038025,False,True
mp-23165,PtBr3,36,1,1,1,0.8333333333333334,5.833333333333333,6.0,0.9438204323914471,0.07838644294196337,0.8654339894494837,12.040608005267485,False,True
mp-23290,PtCl2,12,1,1,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-567484,PtCl2,4,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-31134,PtCl3,36,1,1,1,0.8333333333333334,5.833333333333333,6.0,0.9406850534426597,0.0855219519784201,0.8551631014642397,10.999340305983948,False,True
mp-680506,PtCl4,32,1,1,-1,1.0,6.0,6.0,0.9516691148568566,0.05963697463695376,0.8920321402199028,15.957702761587765,True,True
mp-8943,PtF4,8,3,-1,-1,1.0,6.0,6.0,0.7440193904486142,0.022517990666644803,0.7215013997819694,33.04110928293024,True,True
mp-541341,PtF5,40,3,0,-2,0.9,5.9,6.0,0.7032391881416955,0.029738935128461184,0.6735002530132344,23.647087062934926,False,True
mp-505319,PtF6,24,0,3,2,1.0,6.0,6.0,0.2840960366885373,0.4022770068144834,-0.11818097012594614,0.7062199227796104,True,False
mp-28319,PtI2,8,0,1,0,1.0,6.0,6.0,0.8682066376475356,0.16658499950159947,0.7016216381459361,5.2117936203445465,True,True
mp-28268,PtI3,12,2,1,2,1.0,6.0,6.0,0.9483338772224085,0.04285320306582186,0.9054806741565866,22.12982482933148,True,True
mp-669496,PtI4,32,3,-2,0,0.125,3.0,3.0,0.7126161283342176,0.163409781307019,0.5492063470271986,4.360914766756427,False,True
mp-27974,PuBr3,6,0,1,3,0.3333333333333333,4.666666666666667,5.0,0.9580137013546711,0.09036337170471792,0.8676503296499531,10.601792333349296,False,True
mp-22918,PuCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-8033,PuF3,6,0,0,1,1.0,6.0,6.0,0.9999999999999417,1.6070874726281118e-07,0.9999998392911944,6222436.656572375,True,True
mp-27978,PuI3,6,1,-1,3,0.3333333333333333,4.666666666666667,5.0,0.9689969427699409,0.04569712291011287,0.923299819859828,21.204769164045114,False,True
mp-22867,RbBr,1,0,1,0,1.0,6.0,6.0,0.9999999999999849,8.163655333928057e-08,0.9999999183634316,12249414.742486697,True,True
mp-23303,RbBr,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-23295,RbCl,1,0,1,0,1.0,6.0,6.0,0.9999999999999996,1.421250609085963e-08,0.9999999857874935,70360567.91160294,True,True
mp-23299,RbCl,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-2064,RbF,1,1,1,1,1.0,6.0,6.0,1.0,2.340555645717801e-16,0.9999999999999998,1000000000000.0,True,True
mp-28328,RbI3,12,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-22903,RbI,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-23302,RbI,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-23174,ReCl3,18,1,1,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-27340,ReCl4,16,0,1,-1,1.0,6.0,6.0,0.835988985227353,0.12849883083793684,0.7074901543894161,6.505810051156848,True,True
mp-27645,ReCl5,40,1,0,0,0.8,5.7,6.0,0.9262574289767269,0.0919812894071153,0.8342761395696117,10.07006354169542,False,True
mp-1078114,ReCl6,6,0,0,1,1.0,6.0,6.0,0.9437030665676227,0.07415234801801279,0.8695507185496099,12.72654328273438,True,True
mp-643265,ReF7,14,0,3,-2,0.42857142857142855,5.142857142857143,6.0,0.40642355725472057,0.1709017648027801,0.23552179245194046,2.3781121144286113,False,False
mp-573815,ReI3,18,1,1,1,0.0,1.5555555555555556,2.0,0.0,0.0,0.0,0.0,False,False
mp-27871,RhBr3,6,1,-2,1,1.0,6.0,6.0,0.9718636637463561,0.040150075524574814,0.9317135882217813,24.20577423699997,True,True
mp-27770,RhCl3,6,1,-2,1,1.0,6.0,6.0,0.9692842294829326,0.041120288796898045,0.9281639406860346,23.571921740881635,True,True
mp-2068,RhF3,6,3,1,3,1.0,6.0,6.0,0.7099889889723986,0.03401076217425734,0.6759782267981412,20.87542129560941,True,True
mp-21208,RhF3,9,0,0,1,1.0,6.0,6.0,0.9214629626445868,0.09555387300348504,0.8259090896411018,9.643386852681306,True,True
mp-540622,RhF5,40,0,2,3,0.8,5.8,6.0,0.1562665287487443,0.17561314156648858,-0.019346612817744274,0.8898339119432045,False,False
mp-22892,RuBr3,6,0,0,1,1.0,6.0,6.0,0.9398281427154878,0.07453730974270752,0.8652908329727802,12.608828329861174,True,True
mp-22850,RuCl3,12,1,0,0,1.0,6.0,6.0,0.9298561927867914,0.07950775948498918,0.8503484333018022,11.695162821967651,True,True
mp-570997,RuCl3,18,0,0,1,1.0,6.0,6.0,0.9673652845521947,0.06366685655489451,0.9036984279973002,15.194173811897215,True,True
mp-7570,RuF3,6,3,1,3,1.0,6.0,6.0,0.7162334586342088,0.023122057082492153,0.6931114015517167,30.976199742043512,True,True
mp-974434,RuF4,8,2,3,3,1.0,6.0,6.0,0.7421833492324345,0.054005260910153716,0.6881780883222808,13.74279721501899,True,True
mp-540829,RuF5,40,2,-1,3,0.6,5.6,6.0,0.6037105173718262,0.11714780000671798,0.48656271736510825,5.153408918794939,False,True
mp-542449,Sc5Cl8,8,0,1,0,0.75,5.0,6.0,0.9930321327873001,0.03192007164984108,0.961112061137459,31.10995939109191,False,True
mp-27513,Sc7Cl10,10,0,0,1,0.6,4.4,6.0,0.9966767428937109,0.027614374478272957,0.9690623684154379,36.092678603960344,False,True
mp-23186,Sc7Cl12,12,1,1,1,0.5,5.5,5.5,0.9984356540261142,0.014188852261877586,0.9842468017642366,70.36761223518391,False,True
mp-23309,ScCl3,6,1,1,1,1.0,6.0,6.0,0.9413127032938308,0.08685820384997568,0.8544544994438551,10.837349399023916,True,True
mp-27507,ScCl,2,1,1,1,1.0,6.0,6.0,0.9999999999999989,2.2408670147933192e-08,0.9999999775913287,44625584.35634037,True,True
mp-1078300,ScF3,6,0,0,1,1.0,6.0,6.0,0.3245746942565734,0.49805102494345155,-0.17347633068687812,0.6516896422277727,True,False
mp-684193,Sm11Br24,96,1,1,1,0.0,1.7083333333333333,2.0,0.0,0.0,0.0,0.0,False,False
mp-680266,Sm5Br11,44,1,1,1,0.0,1.0909090909090908,1.0,0.0,0.0,0.0,0.0,False,False
mp-672351,Sm6Br13,26,1,1,1,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,False,False
mp-27976,SmBr3,6,0,1,3,0.3333333333333333,4.666666666666667,5.0,0.9603983725107934,0.07983858747487982,0.8805597850359136,12.029250552722646,False,True
mp-29453,SmCl2,8,0,2,1,0.25,4.0,3.5,0.981516966058634,0.08165730871190705,0.899859657346727,12.019952427301979,False,True
mp-7384,SmF3,12,0,0,1,1.0,6.0,6.0,0.6466824024153702,0.040860087370150386,0.6058223150452199,15.826750358047267,True,True
mp-581941,SmI2,16,1,1,1,0.0,0.75,0.5,0.0,0.0,0.0,0.0,False,False
mp-1443,Sn3F8,16,0,2,3,0.25,3.0,2.5,0.6888578488202511,0.25506187799062124,0.4337959708296299,2.700747968481518,False,True
mp-1105170,SnBr2,12,1,1,1,0.0,1.5,1.0,0.0,0.0,0.0,0.0,False,False
mp-29862,SnBr2,8,0,1,3,0.25,4.0,4.0,0.9559771129994193,0.12231516009947699,0.8336619528999424,7.815687869123813,False,True
mp-23216,SnBr4,16,0,1,1,1.0,6.0,6.0,0.9920758921046043,0.030761493375970332,0.961314398728634,32.25057639365373,True,True
mp-29179,SnCl2,16,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-29866,SnCl4,16,0,1,1,1.0,6.0,6.0,0.9868297126357802,0.0306369638440556,0.9561927487917247,32.21042782368436,True,True
mp-2843,SnF2,16,0,2,1,0.25,5.0,5.0,0.3177755029190706,0.2719376874795698,0.04583781543950077,1.168559995726758,False,False
mp-7456,SnF2,8,1,1,1,0.0,3.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-8289,SnF3,6,1,1,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-2706,SnF4,4,0,1,-1,1.0,6.0,6.0,0.908219207375623,0.22078476881690032,0.6874344385587227,4.113595390852441,True,True
mp-27194,SnI2,6,0,1,3,0.3333333333333333,4.666666666666667,5.0,0.9933691917077304,0.031263673022598436,0.9621055186851319,31.773911881361148,False,True
mp-1095094,SnI3,6,1,1,1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,False,False
mp-23182,SnI4,32,1,1,1,1.0,6.0,6.0,0.9852652537563751,0.022849512565029644,0.9624157411913454,43.11974931422774,True,True
mp-571436,SnI4,4,1,-1,1,1.0,6.0,6.0,0.9981448917433275,0.00041238802644862435,0.9977325037168789,2420.4022127875173,True,True
mp-32711,SrBr2,20,1,1,1,0.0,0.8,0.5,0.0,0.0,0.0,0.0,False,False
mp-567744,SrBr2,8,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-23209,SrCl2,2,0,0,1,1.0,6.0,6.0,0.9999999999999469,1.5363920478183432e-07,0.9999998463607421,6508755.375426044,True,True
mp-1019258,SrF2,4,0,0,1,1.0,6.0,6.0,0.9999999999999787,9.693749474228367e-08,0.999999903062484,10315925.769059343,True,True
mp-1102240,SrF2,8,1,0,0,1.0,6.0,6.0,0.40913467354786665,0.31422477157485285,0.0949099019730138,1.302044620789564,True,False
mp-981,SrF2,2,1,0,0,1.0,6.0,6.0,0.9999999999998133,2.88085654143178e-07,0.9999997119141592,3471189.8548853644,True,True
mp-727311,SrF3,6,2,-3,-3,0.6666666666666666,5.0,6.0,0.23811113624230396,0.0984455109132046,0.13966562532909937,2.418709944552341,False,False
mp-23181,SrI2,16,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-568284,SrI2,8,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-680077,Ta2Br5,120,1,1,1,0.0,1.8,1.5,0.0,0.0,0.0,0.0,False,False
mp-23274,Ta2Cl5,120,1,1,1,0.0,1.8,1.5,0.0,0.0,0.0,0.0,False,False
mp-29412,Ta3Br7,28,0,0,1,0.5714285714285714,4.857142857142857,6.0,0.9553645949577356,0.12408634246497538,0.8312782524927602,7.699192159099998,False,True
mp-23238,Ta3I7,28,0,0,1,0.5714285714285714,5.142857142857143,6.0,0.9458169998199242,0.1364579302614734,0.8093590695584507,6.931198487384354,False,True
mp-1203015,TaBr5,30,1,0,0,1.0,6.0,6.0,0.9581181085224436,0.06469763356004984,0.8934204749623937,14.809167751601848,True,True
mp-568846,TaBr5,40,1,0,0,1.0,6.0,6.0,0.957492682954587,0.06477293782740079,0.8927197451271862,14.782295123095999,True,True
mp-727406,TaCl3,36,1,1,1,0.16666666666666666,4.0,4.0,0.9859180411299651,0.04067592377009028,0.9452421173598747,24.238368787949394,False,True
mp-29465,TaCl4,8,0,1,0,1.0,6.0,6.0,0.963634858795424,0.06856537445204572,0.8950694843433783,14.054249196427643,True,True
mp-29831,TaCl5,30,1,0,0,1.0,6.0,6.0,0.946570025793441,0.07379396797671677,0.8727760578167242,12.827200538831299,True,True
mp-8338,TaF3,3,1,1,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-561197,TaF5,20,3,2,-3,0.6,6.0,6.0,0.26079735299634693,0.39393033184988613,-0.1331329788535392,0.6620392793102517,False,False
mp-567537,TaI4,16,1,0,-3,0.25,4.375,4.5,0.8364624473128239,0.0658976555908304,0.7705647917219935,12.693356687930745,False,True
mp-570679,TaI5,40,1,0,0,1.0,6.0,6.0,0.9652123519024997,0.060384466773075615,0.904827885129424,15.984447714505134,True,True
mp-684890,Tb4F15,30,1,0,1,0.4666666666666667,6.266666666666667,6.0,0.4067996852768447,0.310689402638123,0.09611028263872168,1.3093452233086513,False,False
mp-31007,Tb5Br8,8,1,1,1,0.75,5.5,6.0,0.9963627152359349,0.03281420202723366,0.9635485132087013,30.36376488475991,False,True
mp-30985,Tb6Br7,7,3,3,-1,0.7142857142857143,5.428571428571429,6.0,0.9987025698766546,0.0163866532732973,0.9823159166033574,60.94609760884366,False,True
mp-27924,TbBr,2,1,1,1,1.0,6.0,6.0,0.9999999999997928,3.034595148052195e-07,0.999999696540278,3295332.4948194795,True,True
mp-23293,TbCl3,6,0,1,-3,0.3333333333333333,4.666666666666667,5.0,0.9459013329133743,0.09711965271431082,0.8487816801990635,9.739546080295996,False,True
mp-568170,TbCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-570232,TbCl3,12,1,1,-3,0.3333333333333333,5.166666666666667,5.0,0.5512966468916158,0.18753567254217882,0.363760974349437,2.9396894970348812,False,False
mp-27923,TbCl,2,1,1,1,1.0,6.0,6.0,1.0,4.106760246152096e-09,0.9999999958932397,243500944.79875425,True,True
mp-568342,TbCl,2,1,1,1,1.0,6.0,6.0,0.999999999999989,6.950389433281257e-08,0.9999999304960947,14387683.01545216,True,True
mp-11347,TbF3,12,0,0,1,1.0,6.0,6.0,0.5826119017559449,0.05039365735993279,0.5322182443960121,11.561214888506395,True,False
mp-570480,TcBr4,32,0,1,0,1.0,6.0,6.0,0.9674539947259337,0.06319075074239601,0.9042632439835377,15.3100569839701,True,True
mp-1078708,TcCl3,6,0,0,1,1.0,6.0,6.0,0.9751782676934077,0.10138481499264669,0.8737934527007609,9.61858309613857,True,True
mp-1190915,TcCl3,18,1,1,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False
mp-27780,TcCl4,32,0,1,0,1.0,6.0,6.0,0.9583626243960014,0.07035688257254753,0.8880057418234538,13.62144809937818,True,True
mp-1191061,Th2Br5,15,1,1,1,0.6,5.6,6.0,0.9987926263390947,0.01624051253627695,0.9825521138028178,61.50006806177206,False,True
mp-23160,ThBr4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-570229,ThBr4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-23215,ThCl4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-567431,ThCl4,8,1,1,1,0.0,3.5,3.5,0.0,0.0,0.0,0.0,False,False
mp-31034,ThF4,24,2,3,-2,0.20833333333333334,4.0,4.0,0.1286919945057738,0.18753874745689925,-0.05884675295112546,0.6862154954690107,False,False
mp-27652,ThI2,8,0,0,1,1.0,6.0,6.0,0.9999999999999238,1.8391367595968934e-07,0.9999998160862479,5437333.546740191,True,True
mp-540904,ThI3,24,1,1,1,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,False,False
mp-27697,ThI4,16,1,1,1,0.0,1.5,1.5,0.0,0.0,0.0,0.0,False,False
mp-540672,Ti7Br16,32,1,-1,0,1.0,6.0,6.0,0.952207712560993,0.05776836266563937,0.8944393498953537,16.48320410381592,True,True
mp-540671,Ti7Cl16,32,1,-1,0,1.0,6.0,6.0,0.9533252936247258,0.05724035016344976,0.8960849434612761,16.654777458602304,True,True
mp-27785,TiBr2,2,0,0,1,1.0,6.0,6.0,0.9999999999999006,2.1016646505672315e-07,0.9999997898334356,4758133.033878665,True,True
mp-28214,TiBr3,6,0,0,1,1.0,6.0,6.0,0.9482352363608637,0.08373711877779204,0.8644981175830717,11.323953465334009,True,True
mp-27634,TiBr4,16,0,1,1,1.0,6.0,6.0,0.9783253018334364,0.046383528233830365,0.931941773599606,21.092084606015018,True,True
mp-569814,TiBr4,32,1,1,1,1.0,6.0,6.0,0.9756227783658442,0.03825527743972002,0.9373675009261242,25.50295916434437,True,True
mp-28116,TiCl2,2,0,0,1,1.0,6.0,6.0,0.9999999999999787,9.713902773339973e-08,0.999999902860951,10294523.461203476,True,True
mp-23275,TiCl3,6,0,0,1,1.0,6.0,6.0,0.9674667081613698,0.06356189381079737,0.9039048143505725,15.220860332468957,True,True
mp-569756,TiCl3,18,0,0,1,1.0,6.0,6.0,0.9806179697312718,0.04840369562059487,0.9322142741106769,20.25915495002074,True,True
mp-571143,TiCl3,6,0,0,1,1.0,6.0,6.0,0.9399951927885349,0.07444463937116798,0.865550553417367,12.626768034994205,True,True
mp-571377,TiCl3,18,0,0,1,1.0,6.0,6.0,0.9658016301656327,0.06546580642534572,0.900335823740287,14.752764578971309,True,True
mp-30092,TiCl4,16,0,1,1,1.0,6.0,6.0,0.9727911117097681,0.050845454762480556,0.9219456569472875,19.132312145777124,True,True
mp-282,TiF2,2,1,1,1,1.0,6.0,6.0,1.0,7.261036182115039e-17,0.9999999999999999,1000000000000.0,True,True
mp-246,TiF3,6,3,-2,0,0.6666666666666666,4.0,6.0,0.8938231442886722,0.19087226563384416,0.702950878654828,4.682834047788374,False,True
