material_id,formula,n_X,h,k,l,frac_exact6,mean_inplane_count,median_inplane_count,mean_psi6_exact6,mean_psi4_exact6,psi6_minus_psi4,psi6_over_psi4,strict_exact6_all,fallback_sixfold
mp-28974,TiF4,48,3,1,0,0.5,5.166666666666667,5.5,0.32227176945003794,0.26985004948789904,0.0524217199621389,1.1942624063312972,False,False
mp-23264,TiI3,12,1,0,0,1.0,6.0,6.0,0.9476142854422064,0.06911036088250243,0.8785039245597039,13.711609566809921,True,True
mp-541013,TiI4,8,0,1,1,1.0,6.0,6.0,0.9529484441212608,0.07140947750603568,0.8815389666152251,13.34484549394323,True,True
mp-680345,Tl2Br3,96,1,1,1,0.0,0.75,1.0,0.0,0.0,0.0,0.0,False,False
mp-680294,Tl2Cl3,96,1,1,1,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,False,False
mp-27398,TlBr2,16,1,1,1,0.0,1.125,1.0,0.0,0.0,0.0,0.0,False,False
mp-731800,TlBr3,12,1,1,1,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,False,False
mp-22875,TlBr,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-568560,TlBr,1,0,0,1,1.0,6.0,6.0,0.9999999999999055,2.049305290566246e-07,0.9999997950693764,4879702.426979995,True,True
mp-568949,TlBr,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-1077305,TlCl2,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-27205,TlCl2,8,1,1,1,0.0,2.0,2.5,0.0,0.0,0.0,0.0,False,False
mp-726693,TlCl3,12,1,1,1,0.0,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,False,False
mp-23167,TlCl,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-569639,TlCl,1,1,0,0,1.0,6.0,6.0,0.9999999999998405,2.662860713162605e-07,0.9999997337137692,3755359.7717552735,True,True
mp-571079,TlCl,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-2632,TlF3,12,0,0,1,1.0,6.0,6.0,0.21692687727526969,0.1366197169616155,0.08030716031365417,1.5878153029420867,True,False
mp-557835,TlF,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-720,TlF,4,1,1,1,0.0,1.5,1.5,0.0,0.0,0.0,0.0,False,False
mp-28329,TlI3,12,1,1,1,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,False,False
mp-22858,TlI,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-23197,TlI,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-571102,TlI,1,1,0,0,1.0,6.0,6.0,0.9999999999998584,2.506786944414761e-07,0.999999749321164,3989170.2891939236,True,True
mp-680292,Tm7Cl15,60,1,1,1,0.0,1.8333333333333333,2.0,0.0,0.0,0.0,0.0,False,False
mp-27302,TmCl2,16,1,1,1,0.0,1.25,1.5,0.0,0.0,0.0,0.0,False,False
mp-28044,TmCl3,6,1,1,1,1.0,6.0,6.0,0.9943373547047347,0.025699364778017996,0.9686379899267167,38.691125764915526,True,True
mp-29671,TmI2,2,0,0,1,1.0,6.0,6.0,0.9999999999999258,1.815775798923477e-07,0.999999818422346,5507287.85234828,True,True
mp-20276,U2F9,18,0,0,1,0.3333333333333333,4.222222222222222,4.0,0.32970159680327227,0.07986331608614579,0.2498382807171265,4.128323402544851,False,False
mp-23255,UBr3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-27153,UBr4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-29263,UBr5,10,0,1,-1,1.0,6.0,6.0,0.9714241628752978,0.04868226218204856,0.9227419006932492,19.95437597461335,True,True
mp-23208,UCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-23235,UCl4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-27240,UCl5,10,0,1,-1,1.0,6.0,6.0,0.9649843166862176,0.0577599523982979,0.9072243642879197,16.70680595496222,True,True
mp-570989,UCl5,20,1,2,-2,1.0,6.0,6.0,0.9725058443925036,0.050267736916226026,0.9222381074762777,19.346521328645423,True,True
mp-23250,UCl6,18,0,0,1,1.0,6.0,6.0,0.961555563561735,0.06081406443602434,0.9007414991257107,15.81140107110058,True,True
mp-18299,UF3,18,0,0,1,0.6666666666666666,4.666666666666667,6.0,0.838645404235562,0.12922588152205908,0.709419522713503,6.489763461914584,False,True
mp-287,UF4,24,1,2,1,0.3333333333333333,3.75,3.5,0.1810372799426855,0.1771945688346928,0.0038427111079926968,1.0216863932865663,False,False
mp-1759,UF5,20,1,1,2,0.1,3.8,3.5,0.37370305914439483,0.1885999259184531,0.18510313322594174,1.981459204315789,False,False
mp-1760,UF5,20,1,-1,-3,0.2,2.9,3.0,0.42261237498295934,0.3719559092928607,0.05065646569009863,1.1361894365017713,False,False
mp-1852,UF5,5,3,-2,0,0.6,6.4,6.0,0.772601065394238,0.22334279927529263,0.5492582661189453,3.459261135354218,False,True
mp-2275,UF6,24,0,0,1,0.6666666666666666,6.666666666666667,6.0,0.9930466377288633,0.02867285537405729,0.964373782354806,34.633684883276565,False,True
mp-23244,UI3,6,0,1,3,0.3333333333333333,4.666666666666667,5.0,0.9719402781757684,0.05593202817970985,0.9160082499960586,17.377168499109672,False,True
mp-655360,UI4,8,0,1,1,1.0,6.0,6.0,0.9807780820734913,0.03375759589878445,0.9470204861747068,29.053552421628677,True,True
mp-971787,VBr2,2,0,0,1,1.0,6.0,6.0,0.9999999852486261,8.097343336377214e-05,0.9999190118152623,12349.729333522744,True,True
mp-22877,VCl2,2,0,0,1,1.0,6.0,6.0,0.9999999999995381,4.5303247337425256e-07,0.9999995469670647,2207347.284735222,True,True
mp-28117,VCl3,6,1,1,1,1.0,6.0,6.0,0.9769778091659579,0.05296909623819974,0.9240087129277581,18.444298252183327,True,True
mp-1205372,VCl4,16,0,1,-1,1.0,6.0,6.0,0.9637487576761756,0.06100207033258678,0.9027466873435889,15.79862375853413,True,True
mp-1101909,VCl5,10,0,1,-1,1.0,6.0,6.0,0.9283518241843127,0.08061539179931261,0.8477364323850001,11.515813586757616,True,True
mp-555934,VF2,4,1,0,-3,1.0,6.0,6.0,0.36901910310912167,0.14572151333421024,0.22329758977491143,2.5323584326411814,True,False
mp-559931,VF3,6,2,1,-1,1.0,6.0,6.0,0.8196437834940414,0.1599823040537963,0.6596614794402451,5.123340286550847,True,True
mp-554799,VF4,8,0,1,-1,1.0,6.0,6.0,0.40945178210066635,0.13426689655812526,0.27518488554254106,3.0495363533140964,True,False
mp-27309,VF5,40,2,-3,-3,0.4,4.85,5.0,0.25796779897640126,0.24375614734384593,0.014211651632555333,1.0583027414381807,False,False
mp-1018138,VI2,2,0,0,1,1.0,6.0,6.0,0.9999999999849154,2.5892561229704984e-06,0.9999974107287924,386211.3103116563,True,True
mp-1204035,W15I47,47,2,3,-1,0.02127659574468085,1.2340425531914894,1.0,0.9370886251916214,0.07291514390836122,0.8641734812832602,12.851769535960072,False,True
mp-1197907,W2Br5,40,1,1,1,0.0,0.65,1.0,0.0,0.0,0.0,0.0,False,False
mp-28880,W3Br7,56,1,1,1,0.0,1.5,1.0,0.0,0.0,0.0,0.0,False,False
mp-27765,W3Br8,32,2,-2,3,0.0625,2.3125,2.0,0.3711271854060458,0.26762842805559484,0.10349875735045094,1.3867255735962063,False,False
mp-1196387,W3I8,64,2,3,-1,0.03125,2.1875,2.0,0.9128194483204576,0.068992491792016,0.8438269565284415,13.230707061171714,False,True
mp-1194880,W5I16,64,2,3,-3,0.015625,1.71875,2.0,0.7048029572265109,0.0717098730996236,0.6330930841268873,9.828534436915778,False,True
mp-29498,WBr2,24,1,1,1,0.0,2.1666666666666665,2.5,0.0,0.0,0.0,0.0,False,False
mp-1078239,WBr4,8,1,1,1,1.0,6.0,6.0,0.9516635116859521,0.0995168726849544,0.8521466390009977,9.562835788647433,True,True
mp-1095321,WBr5,10,0,1,-1,1.0,6.0,6.0,0.9595682432233342,0.07334010786148146,0.8862281353618527,13.083812816797119,True,True
mp-29554,WBr5,30,0,0,1,1.0,6.0,6.0,0.9286987108955853,0.09597178509869891,0.8327269257968863,9.67678896396995,True,True
mp-28483,WBr6,6,1,1,1,1.0,6.0,6.0,0.9449222226042994,0.07259644961642152,0.8723257729878778,13.016094142303006,True,True
mp-23269,WCl3,18,3,-2,0,0.3333333333333333,5.111111111111111,5.0,0.9138919763815639,0.05371283889975278,0.8601791374818112,17.01440465820864,False,True
mp-980949,WCl4,8,0,1,0,1.0,6.0,6.0,0.9350727728736774,0.11280210978106067,0.8222706630926168,8.289497197247236,True,True
mp-27160,WCl5,30,1,1,0,1.0,6.0,6.0,0.952548320341412,0.07690549191863884,0.8756428284227732,12.38595965746046,True,True
mp-23178,WCl6,18,0,0,1,1.0,6.0,6.0,0.9299280677868782,0.07976012499428206,0.8501679427925961,11.659059810319304,True,True
mp-571518,WCl6,6,1,1,1,1.0,6.0,6.0,0.9215427195906839,0.08449518361017898,0.837047535980505,10.906452654653648,True,True
mp-555003,WF6,24,1,1,-3,0.5,5.666666666666667,6.0,0.6428460810665364,0.13442760281703314,0.5084184782495033,4.782098821932442,False,True
mp-1196036,WI3,72,0,0,1,0.1111111111111111,4.444444444444445,4.0,0.9593871881372906,0.09900390913325804,0.8603832790040326,9.690397041251849,False,True
mp-1195045,WI4,96,1,2,0,0.020833333333333332,2.1666666666666665,2.0,0.9352763660528007,0.02813142555697032,0.9071449404958304,33.24667511636505,False,True
mp-27678,Y2Cl3,6,0,2,3,0.3333333333333333,4.0,4.0,0.8669135930748776,0.06985095717880208,0.7970626358960755,12.410904990976459,False,True
mp-27455,YCl3,6,1,1,-2,1.0,6.0,6.0,0.9589351596795336,0.060899729987509206,0.8980354296920243,15.746131548961142,True,True
mp-540884,YCl,2,1,1,1,1.0,6.0,6.0,0.9999999999999987,2.4349194662122522e-08,0.999999975650804,41069120.10340914,True,True
mp-1191736,YF3,18,0,0,1,0.6666666666666666,4.0,6.0,0.7566773360785106,0.1601045776542261,0.5965727584242846,4.726144293717123,False,True
mp-2416,YF3,12,0,0,1,1.0,6.0,6.0,0.5543211671385645,0.05372907090297069,0.5005920962355939,10.316969153246907,True,False
mp-556242,YF3,9,1,1,-1,0.8888888888888888,5.333333333333333,6.0,0.9972878602326922,0.0006030008197084811,0.9966848594129838,1653.8748002280129,False,True
mp-571442,YI3,6,1,1,1,1.0,6.0,6.0,0.9771145648344549,0.052863886185505526,0.9242506786489494,18.483593154798463,True,True
mp-1065933,YI,2,0,0,1,1.0,6.0,6.0,0.9999999999998157,2.861771917439792e-07,0.999999713822624,3494338.573615046,True,True
mp-22882,YbBr2,4,0,1,0,1.0,6.0,6.0,0.956216479396771,0.14868555291611807,0.8075309264806529,6.431132417661498,True,True
mp-571232,YbBr2,8,1,0,0,1.0,6.0,6.0,0.9516076439268883,0.08260327012231104,0.8690043738045773,11.520217571505807,True,True
mp-22072,YbF3,12,0,0,1,1.0,6.0,6.0,0.39140167132425613,0.07200930704031379,0.31939236428394235,5.435431715863246,True,False
mp-570418,YbI2,2,0,0,1,1.0,6.0,6.0,0.9999999999999901,6.610291234727266e-08,0.9999999338970778,15127926.508691097,True,True
mp-569960,ZnBr2,2,0,0,1,1.0,6.0,6.0,0.999999999999767,3.218486724303833e-07,0.9999996781510946,3107050.25578774,True,True
mp-647579,ZnBr2,32,1,1,-2,1.0,6.0,6.0,0.9404865854722241,0.06549818536430459,0.8749884001079195,14.358971630147993,True,True
mp-22889,ZnCl2,8,1,0,0,1.0,6.0,6.0,0.9802990112622492,0.06282916289544593,0.9174698483668032,15.602611368443117,True,True
mp-22909,ZnCl2,4,1,1,-2,1.0,6.0,6.0,0.9763812087681001,0.07720263188865197,0.8991785768794481,12.646993824981484,True,True
mp-567279,ZnCl2,4,2,0,3,1.0,6.0,6.0,0.9987089301465639,0.021578668005934762,0.9771302621406291,46.28223252111251,True,True
mp-571540,ZnCl2,24,0,0,1,1.0,6.0,6.0,0.9902193267241306,0.03459891127991551,0.955620415444215,28.619956238303597,True,True
mp-1873,ZnF2,4,1,3,0,1.0,6.0,6.0,0.3540316580056233,0.14207974625534364,0.21195191175027966,2.491781322366404,True,False
mp-7709,ZnF2,8,0,0,1,1.0,6.0,6.0,0.39372235042435255,0.1889169728021632,0.20480537762218934,2.0841025800083335,True,False
mp-27161,ZnI2,32,1,1,-2,0.75,5.75,6.0,0.9343187835799832,0.06052917349499595,0.8737896100849872,15.435842415017031,False,True
mp-571292,ZnI2,2,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-648774,Zr2Cl5,120,1,1,1,0.0,1.2,1.0,0.0,0.0,0.0,0.0,False,False
mp-28495,ZrBr2,12,1,1,1,0.5,5.5,5.5,0.9993480890052494,0.010783059483082036,0.9885650295221674,92.67760143335626,False,True
mp-23247,ZrBr3,6,0,0,1,1.0,6.0,6.0,0.9812819532189271,0.0434359957111568,0.9378459575077703,22.59144603808124,True,True
mp-1066783,ZrBr,2,0,0,1,1.0,6.0,6.0,0.9999999999997489,3.3414209360679203e-07,0.9999996658576552,2992738.7753083203,True,True
mp-504594,ZrBr,2,1,1,1,1.0,6.0,6.0,0.9999999999996827,3.7551322051771097e-07,0.9999996244864622,2663022.086468772,True,True
mp-23162,ZrCl2,2,1,1,1,1.0,6.0,6.0,0.999999999999729,3.4706878265421704e-07,0.9999996529309464,2881273.25180964,True,True
mp-571537,ZrCl2,12,1,1,1,0.5,5.5,5.5,0.9964679801681053,0.024710344610593207,0.9717576355575122,40.325944290591735,False,True
mp-1192044,ZrCl3,18,1,1,1,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,False,False
mp-22871,ZrCl3,6,0,0,1,1.0,6.0,6.0,0.9720885730126398,0.052423246708343176,0.9196653263042966,18.54308220207833,True,True
mp-569175,ZrCl4,8,1,-1,-2,1.0,6.0,6.0,0.9656545292500085,0.04244577190467615,0.9232087573453324,22.750311418971386,True,True
mp-1067974,ZrCl,2,0,0,1,1.0,6.0,6.0,0.9999999999999272,1.7976765389332963e-07,0.9999998202322733,5562736.000289053,True,True
mp-27440,ZrCl,2,0,0,1,1.0,6.0,6.0,0.9999999908464877,6.378064005578717e-05,0.999936210206432,15678.73872027335,True,True
mp-1105223,ZrF4,16,1,-1,-1,0.5,4.625,5.5,0.3869447294105777,0.25849764953765236,0.12844707987292536,1.4968984441547735,False,False
mp-1194272,ZrF4,24,2,2,-3,0.5,4.5,5.0,0.16914385436913937,0.32791409835086244,-0.15877024398172307,0.5158175730162061,False,False
mp-561384,ZrF4,32,1,0,0,0.625,6.375,6.0,0.3530350167605774,0.35703108900883024,-0.003996072248252824,0.9888074950017757,False,False
mp-28241,ZrI2,12,1,1,1,0.5,5.5,5.5,0.9978655783470606,0.017315657039323168,0.9805499213077374,57.627936155177224,False,True
mp-570506,ZrI2,8,0,3,2,0.25,4.0,4.0,0.9086752003612115,0.20097188533697508,0.7077033150242364,4.521404567796191,False,True
mp-571279,ZrI2,8,0,2,1,0.5,5.0,5.0,0.9118277852482373,0.1968509930752681,0.7149767921729692,4.632071045227545,False,True
mp-541112,ZrI4,16,1,1,1,0.0,0.75,1.0,0.0,0.0,0.0,0.0,False,False
mp-571235,ZrI4,24,2,0,-3,1.0,6.0,6.0,0.9654292713524469,0.049669897555413754,0.9157593737970332,19.436908849577854,True,True
