formula,local_median_pct,local_min_pct,local_max_pct,local_mean_pct,local_top20_count,local_top10_count,n_configs,reserved_formula
UF3,36.774941995359626,16.70533642691415,58.0046403712297,39.13379737045631,0,0,6,False
MgF2,36.65893271461717,22.505800464037122,41.29930394431555,33.29466357308585,0,0,6,False
SrF2,36.42691415313225,34.33874709976798,52.66821345707656,41.22196442382057,0,0,6,False
NdCl3,36.42691415313225,23.665893271461716,64.2691415313225,40.10054137664346,0,0,6,False
SmF3,36.42691415313225,17.865429234338748,58.93271461716937,38.74709976798144,0,0,6,False
NdBr3,36.31090487238979,29.00232018561485,66.35730858468676,40.64191802010827,0,0,6,False
LaI3,35.84686774941996,29.23433874709977,66.5893271461717,40.48723897911833,0,0,6,False
AcCl3,35.730858468677496,23.201856148491878,63.57308584686775,39.40448569218871,0,0,6,False
UI3,35.382830626450115,28.538283062645007,67.28538283062645,39.945862335653516,0,0,6,False
MgCl2,35.382830626450115,26.218097447795824,46.8677494199536,35.84686774941995,0,0,6,False
PbBr2,35.266821345707655,32.48259860788863,48.95591647331787,39.17246713070379,0,0,6,False
U2F9,35.266821345707655,17.865429234338748,79.11832946635731,37.81902552204176,0,0,6,False
MnBr2,35.1508120649652,24.361948955916475,45.47563805104408,35.07347254447023,0,0,6,False
PrCl3,35.150812064965194,22.96983758700696,63.80510440835266,39.1337973704563,0,0,6,False
CeCl3,34.80278422273781,22.73781902552204,63.10904872389791,38.78576952822892,0,0,6,False
TlF3,34.45475638051044,25.986078886310903,63.341067285382834,38.43774168600155,0,0,6,False
VBr2,34.45475638051044,24.593967517401392,45.243619489559165,34.33874709976798,0,0,6,False
LaCl3,34.33874709976798,22.041763341067284,62.87703016241299,38.2830626450116,0,0,6,False
PuCl3,34.222737819025525,21.57772621809745,62.41299303944315,37.97370456303171,0,0,6,False
TbF3,34.222737819025525,17.16937354988399,58.23665893271461,36.69760247486466,0,0,6,False
PbCl2,34.106728538283065,27.1461716937355,41.9953596287703,34.53209590100541,0,0,6,False
NpCl3,34.106728538283065,21.809744779582367,62.64501160092807,38.0123743232792,0,0,6,False
MnCl2,33.990719257540604,25.05800464037123,45.011600928074245,34.261407579273005,0,0,6,False
MnI2,33.990719257540604,23.897911832946637,44.5475638051044,33.68136117556071,0,0,6,False
YbF3,33.64269141531322,21.34570765661253,60.32482598607889,36.620262954369686,0,0,6,False
BaF2,33.17865429234339,22.96983758700696,42.92343387470998,33.56535189481826,0,0,6,False
AcBr3,33.17865429234339,20.417633410672853,61.94895591647332,37.08430007733952,0,0,6,False
LaBr2,33.06264501160093,21.34570765661253,39.443155452436194,32.71461716937355,0,0,6,False
SrBr2,32.83062645011601,32.01856148491879,34.5707656612529,33.1399845320959,0,0,6,False
SrI2,32.83062645011601,29.466357308584683,33.64269141531322,32.32791956689868,0,0,6,False
HoF3,32.83062645011601,17.40139211136891,58.46867749419954,35.69218870843001,0,0,6,False
PbF2,32.48259860788863,23.897911832946637,36.19489559164733,31.051817478731632,0,0,6,False
DyBr2,32.25058004640371,19.953596287703014,38.51508120649652,30.587780355761794,0,0,6,False
ErF3,32.13457076566125,17.633410672853827,58.70069605568445,35.22815158546017,0,0,6,False
PrF3,31.90255220417633,16.241299303944317,56.61252900232019,35.57617942768755,0,0,6,False
MgI2,31.786542923433878,22.041763341067284,43.38747099767982,31.7092034029389,0,0,6,False
EuI2,31.438515081206496,27.37819025522042,34.5707656612529,31.20649651972158,0,0,6,False
MgBr2,31.322505800464036,21.57772621809745,43.619489559164734,31.631863882443927,0,0,6,False
SmI2,31.322505800464036,19.25754060324826,35.266821345707655,28.963650425367362,0,0,6,False
TmCl2,30.51044083526682,19.721577726218097,35.03480278422274,28.731631863882445,0,0,6,False
TiBr2,30.394431554524367,21.11368909512761,42.92343387470998,30.74245939675174,0,0,6,False
CdCl2,29.698375870069604,21.34570765661253,42.459396751740144,30.433101314771847,0,0,6,False
YbI2,28.65429234338747,21.809744779582367,36.65893271461717,28.383604021655064,0,0,6,False
CaBr2,27.37819025522042,19.489559164733176,39.675174013921115,28.924980665119875,0,0,6,False
SmCl2,25.406032482598604,22.73781902552204,34.106728538283065,26.52745552977571,0,0,6,False
TmI2,24.94199535962877,20.88167053364269,34.80278422273782,25.48337200309358,0,0,6,False
CdBr2,24.94199535962877,20.185614849187935,40.60324825986079,26.875483372003092,0,0,6,False
NdCl2,24.361948955916475,23.201856148491878,35.03480278422274,26.179427687548337,0,0,6,False
YbBr2,24.245939675174014,20.417633410672853,35.498839907192576,27.068832173240526,0,0,6,False
CaI2,23.4338747099768,19.02552204176334,38.74709976798144,25.212683681361174,0,0,6,False
BaCl2,23.201856148491878,19.721577726218097,31.786542923433874,24.555297757153905,0,0,6,False
BaI2,22.8538283062645,19.489559164733176,31.554524361948953,24.16860015467904,0,0,6,False
EuBr2,22.505800464037122,18.793503480278424,32.01856148491879,23.588553750966742,0,0,6,False
HgF2,22.2737819025522,19.25754060324826,29.00232018561485,23.008507347254447,0,0,6,False
EuF2,22.041763341067288,19.25754060324826,29.23433874709977,22.931167826759474,0,0,6,False
CaF2,22.041763341067284,19.721577726218097,31.322505800464036,23.781902552204176,0,0,6,False
CdF2,21.809744779582367,19.25754060324826,29.00232018561485,22.815158546017017,0,0,6,False
SrCl2,21.809744779582367,19.25754060324826,29.00232018561485,22.815158546017017,0,0,6,False
TiF2,21.809744779582367,18.329466357308586,29.00232018561485,22.54447022428461,0,0,6,False
Tl2Br3,21.577726218097446,16.70533642691415,46.635730858468676,25.59938128383604,0,0,6,False
PbI2,21.34570765661253,18.561484918793504,35.96287703016242,23.395204949729315,0,0,6,False
In2Cl3,21.229698375870072,17.16937354988399,51.27610208816705,25.56071152358855,0,0,6,False
EuCl2,20.185614849187935,18.097447795823665,30.8584686774942,22.583139984532096,0,0,6,False
ThI2,20.185614849187935,16.937354988399072,22.96983758700696,20.14694508894045,0,0,6,False
BaBr2,19.953596287703014,19.02552204176334,31.09048723897912,22.54447022428461,0,0,6,False
PrI2,19.953596287703014,18.793503480278424,31.09048723897912,21.887084300077337,0,0,6,False
Sc5Cl8,19.1415313225058,17.865429234338748,44.779582366589324,23.240525908739368,0,0,6,False
Tl2Cl3,19.1415313225058,16.937354988399072,49.187935034802784,24.245939675174014,0,0,6,False
In5Br7,18.677494199535964,15.777262180974477,56.148491879350345,24.98066511987626,0,0,6,False
Sc7Cl10,17.981438515081205,15.54524361948956,46.17169373549884,22.2737819025522,0,0,6,False
NdI2,17.749419953596288,15.777262180974477,22.041763341067284,18.17478731631864,0,0,6,False
Sc7Cl12,17.633410672853827,16.70533642691415,33.4106728538283,20.030935808197988,0,0,6,False
LaI2,17.517401392111367,15.31322505800464,22.2737819025522,17.981438515081205,0,0,6,False
Tb5Br8,17.053364269141532,16.241299303944317,28.074245939675173,18.716163959783447,0,0,6,False
Y2Cl3,16.009280742459396,15.777262180974477,16.473317865429234,16.08662026295437,0,0,6,False
Gd2Br3,15.777262180974477,15.54524361948956,16.009280742459396,15.777262180974477,0,0,6,False
Gd2Cl3,15.661252900232018,15.54524361948956,16.473317865429234,15.815931941221963,0,0,6,False
In7Cl9,15.31322505800464,14.617169373549885,15.31322505800464,15.158546017014695,0,0,6,False
In7Br9,15.081206496519723,14.153132250580047,15.31322505800464,14.965197215777264,0,0,6,False
Er4I5,14.849187935034802,10.672853828306264,14.849187935034802,14.153132250580045,0,0,6,False
Bi6Cl7,14.501160092807424,13.921113689095128,14.617169373549885,14.42382057231245,0,0,6,False
Bi6Br7,14.385150812064964,12.529002320185615,14.617169373549885,14.114462490332562,0,0,6,False
Er6I7,14.153132250580047,12.296983758700696,14.385150812064964,13.882443928847641,0,0,6,False
Tb6Br7,13.921113689095128,11.832946635730858,13.921113689095128,13.57308584686775,0,0,6,False
CuI,13.341067285382831,9.976798143851507,25.05800464037123,14.655839133797372,0,0,6,False
AuCl,13.225058004640372,0.9280742459396751,13.45707656612529,10.904872389791182,0,0,6,False
AuBr,12.877030162412993,1.160092807424594,13.45707656612529,11.059551430781129,0,0,6,False
CuBr,12.180974477958237,10.904872389791183,13.45707656612529,12.02629543696829,0,0,6,False
CuCl,12.064965197215777,8.816705336426914,14.385150812064964,11.910286156225832,0,0,6,False
BiBr,11.7169373549884,10.440835266821345,12.529002320185615,11.48491879350348,0,0,6,False
AgI,11.7169373549884,6.728538283062645,14.849187935034802,11.523588553750967,0,0,6,False
CuF,11.7169373549884,6.728538283062645,13.68909512761021,11.1368909512761,0,0,6,False
HgCl,11.600928074245939,10.208816705336426,12.761020881670534,11.523588553750967,0,0,6,False
AuI,11.600928074245939,1.3921113689095126,13.225058004640372,10.131477184841453,0,0,6,False
HgBr,11.368909512761022,8.120649651972158,12.993039443155451,11.020881670533642,0,0,6,False
HgI,11.36890951276102,8.584686774941995,13.68909512761021,11.330239752513535,0,0,6,False
LiI,11.36890951276102,6.2645011600928076,15.081206496519723,11.330239752513535,0,0,6,False
BiI,11.020881670533642,9.744779582366588,12.993039443155451,11.059551430781127,0,0,6,False
NaI,10.904872389791183,8.584686774941995,11.36890951276102,10.479505027068832,0,0,6,False
CoBr,10.672853828306264,1.3921113689095126,13.68909512761021,8.159319412219645,0,0,6,False
InCl,10.208816705336426,9.280742459396752,10.904872389791183,10.208816705336426,0,0,6,False
LaCl,9.860788863109047,1.160092807424594,11.832946635730858,8.004640371229698,0,0,6,False
ScCl,9.396751740139212,0.9280742459396751,12.761020881670534,8.546017014694508,0,0,6,False
InBr,8.932714617169374,8.584686774941995,9.744779582366588,9.126063418406806,0,0,6,False
CsI,8.932714617169374,7.888631090487238,9.51276102088167,8.778035576179427,0,0,6,False
TlCl,8.584686774941995,7.888631090487238,10.208816705336426,8.894044856921886,0,0,6,False
InI,8.468677494199536,8.120649651972158,9.51276102088167,8.546017014694508,0,0,6,False
TlBr,8.468677494199536,7.424593967517401,10.208816705336426,8.623356535189481,0,0,6,False
TlI,8.120649651972156,7.192575406032482,9.976798143851507,8.352668213457076,0,0,6,False
AgCl,7.65661252900232,6.960556844547564,9.048723897911833,7.695282289249806,0,0,6,False
KF,6.728538283062645,5.336426914153132,8.816705336426914,6.844547563805104,0,0,6,False
CsBr,6.728538283062645,4.872389791183294,8.816705336426914,6.728538283062645,0,0,6,False
CsF,6.728538283062645,3.480278422273782,8.816705336426914,6.496519721577727,0,0,6,False
KI,6.496519721577727,5.336426914153132,8.816705336426914,6.728538283062645,0,0,6,False
RbCl,6.496519721577727,5.336426914153132,8.816705336426914,6.728538283062645,0,0,6,False
LiBr,6.496519721577727,3.248259860788863,8.816705336426914,6.264501160092807,0,0,6,False
RbI,6.2645011600928076,3.7122969837587005,8.816705336426914,6.225831399845322,0,0,6,False
LaI,6.148491879350348,1.160092807424594,9.51276102088167,5.645784996133024,0,0,6,False
NaCl,6.0324825986078885,5.336426914153132,8.816705336426914,6.419180201082753,0,0,6,False
RbBr,6.0324825986078885,3.480278422273782,8.816705336426914,6.187161639597835,0,0,6,False
NaF,6.0324825986078885,3.248259860788863,7.192575406032482,5.684454756380511,0,0,6,False
KCl,5.684454756380511,3.480278422273782,6.960556844547564,5.452436194895591,0,0,6,False
AgBr,5.68445475638051,3.248259860788863,8.816705336426914,5.877803557617942,0,0,6,False
LiF,5.68445475638051,3.248259860788863,8.816705336426914,5.877803557617942,0,0,6,False
HgF,5.220417633410673,2.784222737819025,10.672853828306264,6.148491879350348,0,0,6,False
NaBr,5.104408352668213,3.248259860788863,8.816705336426914,5.375096674400619,0,0,6,False
CsCl,4.988399071925754,3.480278422273782,8.816705336426914,5.297757153905645,0,0,6,False
KBr,4.988399071925754,3.480278422273782,8.816705336426914,5.297757153905645,0,0,6,False
TlF,4.988399071925754,1.8561484918793503,8.816705336426914,5.104408352668213,0,0,6,False
AgF,4.524361948955916,3.248259860788863,5.336426914153132,4.331013147718484,0,0,6,False
LiCl,3.9443155452436196,2.5522041763341066,7.424593967517401,4.331013147718484,0,0,6,False
RbF,3.248259860788863,0.9280742459396751,6.0324825986078885,3.2095901005413765,0,0,6,False
ZrBr,2.9002320185614847,1.6241299303944314,13.68909512761021,5.413766434648106,0,0,6,False
ZrCl,2.784222737819025,2.320185614849188,13.225058004640372,5.1430781129157,0,0,6,False
YI,2.2041763341067284,1.8561484918793503,13.45707656612529,5.1430781129157,0,0,6,False
TbBr,2.088167053364269,1.3921113689095126,12.993039443155451,4.447022428460943,0,0,6,False
GdBr,2.088167053364269,0.9280742459396751,12.064965197215777,4.176334106728538,0,0,6,False
LaBr,1.9721577726218096,1.3921113689095126,12.296983758700696,4.48569218870843,0,0,6,False
TbCl,1.7401392111368907,1.160092807424594,11.600928074245939,4.2536736272235105,0,0,6,False
YCl,1.2761020881670533,0.9280742459396751,11.1368909512761,3.82830626450116,0,0,6,False
Ag2F,0.6960556844547563,0.23201856148491878,0.6960556844547563,0.6187161639597835,0,0,6,False
Bi4I,0.46403712296983757,0.46403712296983757,0.6960556844547563,0.502706883217324,0,0,6,False
Bi9I2,0.23201856148491878,0.23201856148491878,0.46403712296983757,0.27068832173240526,0,0,6,False
