config,selected_k,formula,best_polymorph_score,formula_background_percentile,reserved_formula
short,4,YbI2,0.9818098545074463,45.47563805104408,False
short,4,ZnBr2,0.9820219874382019,45.93967517401392,False
short,4,ZnCl2,0.9668008685112,24.593967517401392,True
short,4,ZnF2,0.9831035733222961,48.72389791183295,False
short,4,ZnI2,0.9641394019126892,20.88167053364269,False
short,4,Zr2Cl5,0.9904983639717102,67.28538283062645,False
short,4,ZrBr2,0.9780939221382141,35.266821345707655,False
short,4,ZrBr3,0.9988067150115967,93.7354988399072,False
short,4,ZrBr,0.7995298504829407,3.480278422273782,False
short,4,ZrCl2,0.9798937439918518,39.443155452436194,False
short,4,ZrCl3,0.9989001154899597,94.19953596287704,False
short,4,ZrCl4,0.9980684518814087,90.02320185614849,True
short,4,ZrCl,0.8124365210533142,10.440835266821345,False
short,4,ZrF4,0.990265429019928,66.5893271461717,False
short,4,ZrI2,0.9857917428016663,53.1322505800464,False
short,4,ZrI4,0.99767005443573,87.23897911832947,False
baseline,4,AcBr3,0.990044116973877,54.292343387471,False
baseline,4,AcCl3,0.9903240203857422,57.076566125290014,False
baseline,4,Ag2F5,0.9946629405021667,77.26218097447796,False
baseline,4,Ag2F,0.449382483959198,0.6960556844547563,False
baseline,4,Ag3F8,0.9948139190673828,78.42227378190255,False
baseline,4,AgBr,0.7886766195297241,12.296983758700696,False
baseline,4,AgCl,0.7886766195297241,12.296983758700696,False
baseline,4,AgF2,0.9791305661201477,33.17865429234338,False
baseline,4,AgF,0.7886765599250793,7.65661252900232,False
baseline,4,AgI,0.7886766195297241,12.296983758700696,False
baseline,4,AlBr3,0.997227668762207,86.07888631090486,True
baseline,4,AlCl3,0.9992119073867798,93.50348027842227,True
baseline,4,AlF3,0.9976478815078735,87.93503480278422,False
baseline,4,AlI3,0.9854734539985657,48.027842227378194,False
baseline,4,Au3F8,0.9939696788787842,73.78190255220419,False
baseline,4,AuBr3,0.9929089546203613,68.90951276102089,False
baseline,4,AuBr,0.7736455798149109,3.248259860788863,False
baseline,4,AuCl2,0.9701681733131409,21.57772621809745,False
baseline,4,AuCl3,0.9900445938110352,54.524361948955914,False
baseline,4,AuCl,0.7626914978027344,0.9280742459396751,False
baseline,4,AuF5,0.9937713742256165,72.15777262180974,False
baseline,4,AuI,0.777506411075592,3.944315545243619,False
baseline,4,BaBr2,0.9738596677780151,23.665893271461716,False
baseline,4,BaCl2,0.9762575626373291,27.610208816705335,False
baseline,4,BaF2,0.9762576818466187,28.770301624129928,False
baseline,4,BaF3,0.9924517869949341,67.51740139211137,False
baseline,4,BaI2,0.9739772081375122,23.897911832946637,False
baseline,4,BeBr2,0.9527199268341064,18.561484918793504,False
