formula,median_mean_percentile,min_mean_percentile,median_nearest_percentile,min_nearest_percentile,settings
MgBr2,51.75808720112518,44.163150492264414,45.780590717299575,43.17862165963432,6
NpF3,51.40646976090014,32.77074542897328,74.40225035161744,70.88607594936708,6
LaF3,51.19549929676512,32.63009845288326,74.40225035161743,70.74542897327707,6
ErF3,50.70323488045007,31.926863572433195,76.16033755274262,72.0112517580872,6
SmF3,50.63291139240506,31.78621659634318,75.31645569620252,71.44866385372714,6
HoF3,50.56258790436006,31.645569620253166,75.66807313642757,71.72995780590718,6
TbF3,50.14064697609001,31.08298171589311,75.10548523206751,71.16736990154712,6
NaCl3,50.0,33.19268635724332,71.44866385372714,67.79184247538677,6
Dy5Cl11,49.57805907172995,31.78621659634318,63.57243319268636,60.75949367088608,6
ZrI2,49.226441631504926,38.39662447257383,46.48382559774964,35.30239099859353,6
HgI2,48.80450070323488,41.20956399437412,23.488045007032348,23.066104078762308,6
TiBr2,48.171589310829816,43.60056258790436,46.694796061884674,42.19409282700422,6
Ga3Cl7,48.171589310829816,30.520393811533054,37.41209563994374,26.863572433192683,6
UF3,47.89029535864979,29.535864978902953,72.29254571026723,67.36990154711674,6
Sm11Br24,47.46835443037975,28.270042194092827,62.72855133614627,60.19690576652602,6
ZrBr2,46.90576652601969,36.0056258790436,38.888888888888886,36.9901547116737,6
Tm7Cl15,46.76511954992968,27.848101265822784,62.16596343178621,59.49367088607595,6
Nd4Br9,46.76511954992968,27.004219409282697,63.64275668073137,61.04078762306611,6
PrF3,46.0618846694796,27.70745428973277,71.44866385372714,66.52601969057666,6
Sm6Br13,45.639943741209564,26.582278481012654,62.16596343178622,59.774964838255976,6
SnBr2,45.358649789029535,42.75668073136428,34.17721518987342,29.254571026722925,6
Sm5Br11,45.358649789029535,26.441631504922647,62.37693389592124,60.337552742616026,6
TaCl3,44.86638537271449,20.112517580872012,22.50351617440225,18.70604781997187,6
TiCl4,44.23347398030943,30.09845288326301,63.502109704641356,27.004219409282697,6
W3Br7,43.95218002812939,25.738396624472575,22.644163150492265,20.534458509142052,6
CdCl2,43.881856540084385,34.59915611814346,47.116736990154706,34.73980309423347,6
AuCl2,43.81153305203938,34.88045007032349,21.09704641350211,20.534458509142052,6
MoCl2,43.45991561181435,27.285513361462726,23.909985935302394,21.80028129395218,6
CuF2,43.31926863572433,33.19268635724332,30.87201125175809,29.957805907172997,6
GaBr3,42.82700421940928,29.957805907172997,73.76933895921238,64.69760900140648,6
YbI2,42.61603375527426,34.59915611814346,44.65541490857946,39.09985935302391,6
AgF2,41.27988748241913,33.755274261603375,30.942334739803094,29.39521800281294,6
CrF2,40.43600562587904,32.91139240506329,29.746835443037973,29.11392405063291,6
AlI3,38.18565400843882,28.270042194092827,74.40225035161744,65.26019690576652,6
FeF2,38.11533052039381,32.77074542897328,34.59915611814346,30.37974683544304,6
TmI2,37.9746835443038,33.895921237693386,42.47538677918425,37.552742616033754,6
CdBr2,36.849507735583686,34.177215189873415,50.070323488045005,35.0210970464135,6
LaBr2,36.42756680731364,33.61462728551336,39.31082981715893,32.34880450070324,6
